,delta_turnover_score,delta_margin_score,delta_eq_score,delta_liquid_score,delta_lev_score,accrual_score,delta_roa_score,cfo_score,roa_score,final_score,stock,date/year,id
3323,0,1,1,1,1,0,0,0,1,5,Housing &amp; Urban Development Corporation,2023,3323
3324,0,0,1,1,0,0,1,0,1,4,Housing &amp; Urban Development Corporation,2022,3324
3325,0,1,1,1,1,1,0,1,1,7,Housing &amp; Urban Development Corporation,2021,3325
3326,1,1,1,1,1,0,1,0,1,7,Housing &amp; Urban Development Corporation,2020,3326
3327,0,1,1,0,0,0,0,0,1,3,Housing &amp; Urban Development Corporation,2019,3327
3328,1,1,0,1,0,0,1,0,1,5,Housing &amp; Urban Development Corporation,2018,3328
3329,0,1,1,0,0,0,1,0,1,4,Housing &amp; Urban Development Corporation,2024-03-31,3329
3330,0,0,1,1,1,0,0,1,1,5,Housing &amp; Urban Development Corporation,2023-09-30,3330
3331,1,0,0,1,0,0,1,0,1,4,Housing &amp; Urban Development Corporation,2023-03-31,3331
3332,0,1,1,0,0,1,0,1,1,5,PCBL,2024,3332
3333,1,0,1,0,0,1,0,1,1,5,PCBL,2023,3333
3334,1,0,0,1,1,0,1,1,1,6,PCBL,2022,3334
3335,0,1,1,1,0,1,0,1,1,6,PCBL,2021,3335
3336,0,0,1,0,1,1,0,1,1,5,PCBL,2020,3336
3337,1,1,1,1,0,0,1,1,1,7,PCBL,2019,3337
3338,1,1,0,1,0,1,1,1,1,7,PCBL,2018,3338
3339,0,1,1,0,0,1,0,1,1,5,PCBL,2024-03-31,3339
3340,0,0,1,1,0,1,1,1,1,6,PCBL,2023-09-30,3340
3341,1,1,0,1,0,1,1,1,1,7,PCBL,2023-03-31,3341
3342,0,1,0,1,1,0,1,1,1,6,Kellton Tech Solutions,2024,3342
3343,1,1,1,1,0,1,0,1,0,6,Kellton Tech Solutions,2023,3343
3344,1,1,0,1,1,0,0,1,1,6,Kellton Tech Solutions,2022,3344
3345,1,1,1,1,1,1,1,1,1,9,Kellton Tech Solutions,2021,3345
3346,0,0,1,1,0,0,0,1,1,4,Kellton Tech Solutions,2020,3346
3347,1,1,1,1,0,0,1,1,1,7,Kellton Tech Solutions,2019,3347
3348,1,1,0,1,0,0,1,1,1,6,Kellton Tech Solutions,2018,3348
3349,0,0,0,1,1,1,1,1,1,6,Kellton Tech Solutions,2024-03-31,3349
3350,0,0,0,1,1,0,1,1,1,5,Kellton Tech Solutions,2023-09-30,3350
3351,1,0,0,1,0,1,0,1,0,4,Kellton Tech Solutions,2023-03-31,3351
3352,1,0,1,1,1,1,1,1,1,8,Nava,2024,3352
3353,1,0,1,1,1,1,1,1,1,8,Nava,2023,3353
3354,1,0,1,0,1,1,1,1,1,7,Nava,2022,3354
3355,0,1,1,0,1,1,1,1,1,7,Nava,2021,3355
3356,0,1,1,0,1,1,1,1,1,7,Nava,2020,3356
3357,1,1,1,1,1,1,1,1,1,9,Nava,2019,3357
3358,1,1,0,1,0,0,1,1,1,6,Nava,2018,3358
3359,1,0,1,0,1,1,1,1,1,7,Nava,2024-03-31,3359
3360,1,0,1,1,1,1,0,1,1,7,Nava,2023-09-30,3360
3361,1,0,0,1,0,1,1,1,1,6,Nava,2023-03-31,3361
3362,1,0,0,0,1,0,0,1,1,4,Onward Technologies,2023,3362
3363,0,1,0,1,0,0,1,0,1,4,Onward Technologies,2022,3363
3364,0,0,0,1,1,1,1,1,1,6,Onward Technologies,2021,3364
3365,0,1,0,0,0,1,0,1,1,4,Onward Technologies,2020,3365
3366,1,0,0,1,1,1,1,1,1,7,Onward Technologies,2019,3366
3367,1,1,0,1,0,1,1,1,1,7,Onward Technologies,2018,3367
3368,1,0,0,1,0,0,1,1,1,5,Onward Technologies,2023-03-31,3368
3369,1,1,0,1,1,1,1,0,0,6,Birla Tyres,2023,3369
3370,0,0,1,0,1,1,0,0,0,3,Birla Tyres,2022,3370
3371,0,0,1,0,1,1,0,0,0,3,Birla Tyres,2021,3371
3372,1,1,1,0,0,1,1,1,0,6,Birla Tyres,2020,3372
3373,1,0,0,1,1,1,0,0,0,4,Birla Tyres,2022-03-31,3373
3374,1,1,1,0,1,0,1,0,1,6,Cochin Shipyard,2024,3374
3375,0,0,1,0,1,1,0,1,1,5,Cochin Shipyard,2023,3375
3376,1,0,1,0,1,1,0,1,1,6,Cochin Shipyard,2022,3376
3377,0,1,1,0,1,1,0,1,1,6,Cochin Shipyard,2021,3377
3378,0,1,1,0,0,0,1,1,1,5,Cochin Shipyard,2020,3378
3379,1,0,1,1,0,0,1,0,1,5,Cochin Shipyard,2019,3379
3380,1,1,0,1,0,0,1,0,1,5,Cochin Shipyard,2018,3380
3381,1,0,1,0,1,0,1,0,1,5,Cochin Shipyard,2024-03-31,3381
3382,1,0,1,0,1,0,1,0,1,5,Cochin Shipyard,2023-09-30,3382
3383,1,0,0,1,0,1,1,1,1,6,Cochin Shipyard,2023-03-31,3383
3384,1,1,1,1,1,1,1,1,1,9,ITD Cementation India,2024,3384
3385,0,0,1,0,0,1,1,1,1,5,ITD Cementation India,2023,3385
3386,1,0,1,1,1,1,1,1,1,8,ITD Cementation India,2022,3386
3387,0,1,1,1,0,1,0,1,1,6,ITD Cementation India,2021,3387
3388,0,0,1,0,0,1,0,1,1,4,ITD Cementation India,2020,3388
3389,1,0,0,1,1,0,1,0,1,5,ITD Cementation India,2019,3389
3390,1,1,0,1,0,0,1,1,1,6,ITD Cementation India,2017,3390
3391,1,0,1,1,1,1,1,1,1,8,ITD Cementation India,2024-03-31,3391
3392,0,1,1,0,1,1,1,1,1,7,ITD Cementation India,2023-09-30,3392
3393,1,0,0,1,0,1,1,1,1,6,ITD Cementation India,2023-03-31,3393
3394,0,0,1,1,0,1,0,0,0,3,Sanghi Industries,2024,3394
3395,0,0,0,1,0,1,0,0,0,2,Sanghi Industries,2023,3395
3396,1,0,1,0,1,1,0,1,1,6,Sanghi Industries,2022,3396
3397,0,0,1,1,0,1,1,1,1,6,Sanghi Industries,2021,3397
3398,0,1,1,0,0,1,1,1,1,6,Sanghi Industries,2020,3398
3399,0,0,1,0,1,1,0,1,1,5,Sanghi Industries,2019,3399
3400,1,1,0,1,0,1,1,1,1,7,Sanghi Industries,2018,3400
3401,1,0,1,1,0,0,1,0,0,4,Sanghi Industries,2024-03-31,3401
3402,0,1,1,1,0,0,1,0,0,4,Sanghi Industries,2023-09-30,3402
3403,1,0,0,1,0,1,0,0,0,3,Sanghi Industries,2023-03-31,3403
3404,1,0,1,1,1,0,1,1,1,7,Astrazeneca Pharma India,2024,3404
3405,1,1,1,1,1,0,1,1,1,8,Astrazeneca Pharma India,2023,3405
3406,0,0,1,1,1,1,0,1,1,6,Astrazeneca Pharma India,2022,3406
3407,0,0,1,1,1,1,1,1,1,7,Astrazeneca Pharma India,2021,3407
3408,0,0,1,1,0,1,1,1,1,6,Astrazeneca Pharma India,2020,3408
3409,1,1,1,1,1,1,1,1,1,9,Astrazeneca Pharma India,2019,3409
3410,1,1,0,1,1,0,1,1,1,7,Astrazeneca Pharma India,2018,3410
3411,1,0,1,1,0,0,0,1,1,5,Astrazeneca Pharma India,2024-03-31,3411
3412,0,0,1,1,1,0,1,1,1,6,Astrazeneca Pharma India,2023-09-30,3412
3413,1,1,0,1,0,1,1,1,1,7,Astrazeneca Pharma India,2023-03-31,3413
3414,1,1,0,0,1,1,1,1,1,7,V-Guard Industries,2024,3414
3415,0,0,0,0,0,1,0,1,1,3,V-Guard Industries,2023,3415
3416,1,0,0,1,1,0,1,0,1,5,V-Guard Industries,2022,3416
3417,0,0,0,0,0,1,0,1,1,3,V-Guard Industries,2021,3417
3418,0,1,0,1,0,0,1,1,1,5,V-Guard Industries,2020,3418
3419,0,1,0,1,1,0,1,1,1,6,V-Guard Industries,2019,3419
3420,1,1,0,1,1,0,1,1,1,7,V-Guard Industries,2018,3420
3421,1,1,0,0,1,1,1,1,1,7,V-Guard Industries,2024-03-31,3421
3422,0,1,0,0,1,1,1,1,1,6,V-Guard Industries,2023-09-30,3422
3423,1,1,0,1,0,1,1,1,1,7,V-Guard Industries,2023-03-31,3423
3424,0,1,1,1,1,1,0,1,1,7,Galaxy Surfactants,2024,3424
3425,1,1,1,1,0,1,1,1,1,8,Galaxy Surfactants,2023,3425
3426,1,0,1,0,0,0,0,1,1,4,Galaxy Surfactants,2022,3426
3427,0,1,1,1,1,1,1,1,1,8,Galaxy Surfactants,2021,3427
3428,0,1,1,1,0,1,0,1,1,6,Galaxy Surfactants,2020,3428
3429,1,1,1,1,0,1,1,1,1,8,Galaxy Surfactants,2019,3429
3430,1,1,0,1,0,0,1,1,1,6,Galaxy Surfactants,2018,3430
3431,0,1,1,1,1,1,0,1,1,7,Galaxy Surfactants,2024-03-31,3431
3432,0,0,1,1,1,1,0,1,1,6,Galaxy Surfactants,2023-09-30,3432
3433,1,1,0,1,0,1,1,1,1,7,Galaxy Surfactants,2023-03-31,3433
3434,1,1,1,0,1,1,1,1,1,8,Indiamart Intermesh,2024,3434
3435,1,0,0,0,1,1,0,1,1,5,Indiamart Intermesh,2023,3435
3436,0,0,0,0,1,1,0,1,1,4,Indiamart Intermesh,2022,3436
3437,0,1,0,1,1,1,0,1,1,6,Indiamart Intermesh,2021,3437
3438,0,1,0,1,0,1,1,1,1,6,Indiamart Intermesh,2020,3438
3439,1,1,0,1,1,1,1,1,1,8,Indiamart Intermesh,2019,3439
3440,0,1,0,1,1,1,1,1,1,7,Indiamart Intermesh,2024-03-31,3440
3441,0,0,0,1,1,1,1,1,1,6,Indiamart Intermesh,2023-12-31,3441
3442,1,1,1,0,0,1,0,1,1,6,Indiamart Intermesh,2023-09-30,3442
3443,1,0,1,1,1,1,1,1,1,8,Indiamart Intermesh,2023-06-30,3443
3444,0,1,0,0,1,1,0,1,1,5,Indiamart Intermesh,2023-03-31,3444
3445,1,1,0,1,0,1,1,1,1,7,Indiamart Intermesh,2022-12-31,3445
3446,1,1,1,1,1,1,1,1,1,9,Force Motors,2024,3446
3447,1,1,1,1,1,1,1,1,1,9,Force Motors,2023,3447
3448,1,0,1,0,0,1,1,1,0,5,Force Motors,2022,3448
3449,0,0,1,0,0,1,0,1,0,3,Force Motors,2021,3449
3450,0,1,1,0,1,1,0,1,1,6,Force Motors,2020,3450
3451,0,0,1,1,0,1,0,1,1,5,Force Motors,2019,3451
3452,1,1,0,1,1,1,1,1,1,8,Force Motors,2018,3452
3453,1,1,1,1,0,1,1,1,1,8,Force Motors,2024-03-31,3453
3454,1,0,0,0,1,1,0,1,1,5,Force Motors,2023-09-30,3454
3455,1,1,0,1,0,1,1,1,1,7,Force Motors,2023-03-31,3455
3456,0,1,1,0,1,1,1,1,1,7,JK Lakshmi Cement,2024,3456
3457,1,0,1,1,0,1,0,1,1,6,JK Lakshmi Cement,2023,3457
3458,1,0,1,1,1,1,1,1,1,8,JK Lakshmi Cement,2022,3458
3459,1,0,1,1,1,1,1,1,1,8,JK Lakshmi Cement,2021,3459
3460,0,1,1,1,1,1,1,1,1,8,JK Lakshmi Cement,2020,3460
3461,1,0,1,0,1,1,0,1,1,6,JK Lakshmi Cement,2019,3461
3462,1,1,0,1,0,1,1,1,1,7,JK Lakshmi Cement,2018,3462
3463,1,1,1,0,1,1,1,1,1,8,JK Lakshmi Cement,2024-03-31,3463
3464,0,1,1,0,1,1,0,1,1,6,JK Lakshmi Cement,2023-09-30,3464
3465,1,0,0,1,0,1,1,1,1,6,JK Lakshmi Cement,2023-03-31,3465
3466,0,1,1,0,1,0,0,0,1,4,Dhampur Sugar Mills,2024,3466
3467,1,0,1,1,1,1,1,1,1,8,Dhampur Sugar Mills,2023,3467
3468,0,1,1,0,0,0,1,0,1,4,Dhampur Sugar Mills,2022,3468
3469,1,1,1,1,1,1,1,1,1,9,Dhampur Sugar Mills,2021,3469
3470,1,0,1,0,1,1,0,1,1,6,Dhampur Sugar Mills,2020,3470
3471,1,1,0,1,0,0,1,0,1,5,Dhampur Sugar Mills,2019,3471
3472,0,0,1,0,1,0,1,0,1,4,Dhampur Sugar Mills,2024-03-31,3472
3473,0,0,1,1,0,1,0,1,1,5,Dhampur Sugar Mills,2023-09-30,3473
3474,1,1,0,1,0,1,1,1,1,7,Dhampur Sugar Mills,2023-03-31,3474
3475,0,0,1,1,0,0,0,0,0,2,Network 18 Media &amp; Investments,2024,3475
3476,0,0,0,0,0,0,0,0,0,0,Network 18 Media &amp; Investments,2023,3476
3477,1,0,1,1,1,1,1,1,1,8,Network 18 Media &amp; Investments,2022,3477
3478,0,1,1,1,0,1,1,1,1,7,Network 18 Media &amp; Investments,2021,3478
3479,1,1,1,1,1,1,1,1,0,8,Network 18 Media &amp; Investments,2020,3479
3480,1,0,1,0,0,1,0,0,0,3,Network 18 Media &amp; Investments,2019,3480
3481,1,1,0,1,0,1,0,1,0,5,Network 18 Media &amp; Investments,2018,3481
3482,1,0,1,0,0,0,0,0,0,2,Network 18 Media &amp; Investments,2024-03-31,3482
3483,0,1,1,1,1,0,1,0,0,5,Network 18 Media &amp; Investments,2023-09-30,3483
3484,1,1,0,1,0,0,0,0,0,3,Network 18 Media &amp; Investments,2023-03-31,3484
3485,0,0,0,1,0,1,0,1,1,4,SJVN,2024,3485
3486,0,1,1,0,0,1,0,1,1,5,SJVN,2023,3486
3487,0,0,1,1,0,1,0,1,1,5,SJVN,2022,3487
3488,0,1,1,0,1,1,0,1,1,6,SJVN,2021,3488
3489,0,1,1,0,1,1,1,1,1,7,SJVN,2020,3489
3490,1,1,1,0,1,0,1,1,1,7,SJVN,2019,3490
3491,1,1,0,1,0,1,1,1,1,7,SJVN,2018,3491
3492,0,0,0,0,0,1,0,1,1,3,SJVN,2024-03-31,3492
3493,1,0,1,1,0,1,1,1,1,7,SJVN,2023-09-30,3493
3494,1,1,0,1,0,1,1,1,1,7,SJVN,2023-03-31,3494
3495,1,1,1,1,1,1,1,1,1,9,JK Cement,2024,3495
3496,1,1,1,0,0,1,0,1,1,6,JK Cement,2023,3496
3497,1,0,1,0,1,1,0,1,1,6,JK Cement,2022,3497
3498,0,1,1,1,1,1,1,1,1,8,JK Cement,2021,3498
3499,0,1,1,0,0,1,1,1,1,6,JK Cement,2020,3499
3500,0,1,0,0,1,1,0,1,1,5,JK Cement,2019,3500
3501,1,1,0,1,0,1,1,1,1,7,JK Cement,2018,3501
3502,1,0,1,1,1,1,1,1,1,8,JK Cement,2024-03-31,3502
3503,0,1,1,0,1,1,1,1,1,7,JK Cement,2023-09-30,3503
3504,1,1,0,1,0,1,1,1,1,7,JK Cement,2023-03-31,3504
3505,0,1,0,0,1,1,0,1,1,5,Eris Lifesciences,2024,3505
3506,0,0,0,0,0,0,0,1,1,2,Eris Lifesciences,2023,3506
3507,0,1,0,1,0,0,0,1,1,4,Eris Lifesciences,2022,3507
3508,0,0,1,0,1,1,1,1,1,6,Eris Lifesciences,2021,3508
3509,1,0,1,1,0,0,1,1,1,6,Eris Lifesciences,2020,3509
3510,1,1,0,1,1,0,0,1,1,6,Eris Lifesciences,2019,3510
3511,1,1,0,1,0,0,1,1,1,6,Eris Lifesciences,2018,3511
3512,0,0,0,0,1,1,0,1,1,4,Eris Lifesciences,2024-03-31,3512
3513,1,0,0,1,1,1,1,1,1,7,Eris Lifesciences,2023-09-30,3513
3514,1,1,0,1,0,1,1,1,1,7,Eris Lifesciences,2023-03-31,3514
3515,0,1,0,0,1,1,1,1,1,6,JB Chemicals &amp; Pharmaceuticals,2024,3515
3516,0,0,0,0,0,1,0,1,1,3,JB Chemicals &amp; Pharmaceuticals,2023,3516
3517,1,0,1,0,0,0,0,1,1,4,JB Chemicals &amp; Pharmaceuticals,2022,3517
3518,0,1,1,1,0,0,1,1,1,6,JB Chemicals &amp; Pharmaceuticals,2021,3518
3519,1,1,1,0,0,1,1,1,1,7,JB Chemicals &amp; Pharmaceuticals,2020,3519
3520,1,1,1,1,1,0,1,1,1,8,JB Chemicals &amp; Pharmaceuticals,2019,3520
3521,1,1,0,1,1,0,1,1,1,7,JB Chemicals &amp; Pharmaceuticals,2018,3521
3522,0,0,0,0,1,1,0,1,1,4,JB Chemicals &amp; Pharmaceuticals,2024-03-31,3522
3523,1,1,0,0,1,1,1,1,1,7,JB Chemicals &amp; Pharmaceuticals,2023-09-30,3523
3524,1,1,0,1,0,1,1,1,1,7,JB Chemicals &amp; Pharmaceuticals,2023-03-31,3524
3525,0,1,0,1,0,1,0,1,1,5,Alkyl Amines Chemicals,2024,3525
3526,0,1,0,0,0,1,0,1,1,4,Alkyl Amines Chemicals,2023,3526
3527,1,0,0,0,1,0,0,1,1,4,Alkyl Amines Chemicals,2022,3527
3528,0,1,0,0,1,1,0,1,1,5,Alkyl Amines Chemicals,2021,3528
3529,1,1,1,1,1,0,1,1,1,8,Alkyl Amines Chemicals,2020,3529
3530,1,1,0,1,0,1,1,1,1,7,Alkyl Amines Chemicals,2019,3530
3531,1,1,1,1,1,1,1,1,1,9,Alkyl Amines Chemicals,2024-03-31,3531
3532,0,1,0,0,0,1,0,1,1,4,Alkyl Amines Chemicals,2023-09-30,3532
3533,1,0,0,1,0,1,1,1,1,6,Alkyl Amines Chemicals,2023-03-31,3533
3534,0,1,0,1,0,1,0,1,1,5,Eclerx Services,2024,3534
3535,1,0,1,0,0,1,1,1,1,6,Eclerx Services,2023,3535
3536,1,0,0,0,1,1,1,1,1,6,Eclerx Services,2022,3536
3537,0,1,1,0,1,1,1,1,1,7,Eclerx Services,2021,3537
3538,0,1,1,0,0,1,0,1,1,5,Eclerx Services,2020,3538
3539,0,1,1,1,0,0,0,1,1,5,Eclerx Services,2019,3539
3540,1,1,0,1,0,1,1,1,1,7,Eclerx Services,2018,3540
3541,0,0,0,1,0,1,0,1,1,4,Eclerx Services,2024-03-31,3541
3542,0,1,0,1,0,1,0,1,1,5,Eclerx Services,2023-09-30,3542
3543,1,1,0,1,0,1,1,1,1,7,Eclerx Services,2023-03-31,3543
3544,0,0,1,0,1,1,0,1,0,4,Zee Media Corporation,2024,3544
3545,0,0,1,0,1,1,1,1,0,5,Zee Media Corporation,2023,3545
3546,1,0,0,0,1,1,0,1,0,4,Zee Media Corporation,2022,3546
3547,0,1,1,1,0,1,1,1,1,7,Zee Media Corporation,2021,3547
3548,1,0,1,1,0,1,0,1,0,5,Zee Media Corporation,2020,3548
3549,1,0,1,1,0,1,0,1,1,6,Zee Media Corporation,2019,3549
3550,1,1,0,1,0,1,1,1,1,7,Zee Media Corporation,2018,3550
3551,1,1,1,0,0,1,1,1,0,6,Zee Media Corporation,2024-03-31,3551
3552,0,1,1,0,1,1,1,1,0,6,Zee Media Corporation,2023-09-30,3552
3553,1,0,0,1,0,1,0,1,0,4,Zee Media Corporation,2023-03-31,3553
3554,0,1,1,1,0,1,1,1,1,7,Rallis India,2024,3554
3555,1,0,1,0,1,1,0,1,1,6,Rallis India,2023,3555
3556,0,0,0,0,1,1,0,1,1,4,Rallis India,2022,3556
3557,1,1,1,1,0,0,1,1,1,7,Rallis India,2021,3557
3558,1,0,1,0,0,1,1,1,1,6,Rallis India,2020,3558
3559,1,0,1,1,1,0,0,1,1,6,Rallis India,2019,3559
3560,1,1,0,1,0,0,1,1,1,6,Rallis India,2018,3560
3561,0,1,1,1,1,1,0,1,0,6,Rallis India,2024-03-31,3561
3562,1,1,1,1,0,0,1,1,1,7,Rallis India,2023-09-30,3562
3563,1,0,0,1,0,1,0,1,0,4,Rallis India,2023-03-31,3563
3564,1,1,0,1,1,1,0,1,1,7,Minda Corporation,2024,3564
3565,1,0,1,0,0,1,1,1,1,6,Minda Corporation,2023,3565
3566,1,0,0,1,0,0,1,1,1,5,Minda Corporation,2022,3566
3567,1,0,0,1,1,0,0,1,1,5,Minda Corporation,2021,3567
3568,0,0,0,0,0,1,0,1,1,3,Minda Corporation,2020,3568
3569,0,1,0,1,1,1,0,1,1,6,Minda Corporation,2019,3569
3570,1,1,0,1,0,0,1,1,1,6,Minda Corporation,2018,3570
3571,1,0,0,1,1,1,1,1,1,7,Minda Corporation,2024-03-31,3571
3572,0,0,1,0,1,1,0,1,1,5,Minda Corporation,2023-09-30,3572
3573,1,1,0,1,0,1,1,1,1,7,Minda Corporation,2023-03-31,3573
3574,0,0,1,0,0,1,1,1,0,4,Reliance Naval &amp; Engineering,2023,3574
3575,1,0,1,0,1,1,1,1,0,6,Reliance Naval &amp; Engineering,2022,3575
3576,0,0,1,0,1,1,0,1,0,4,Reliance Naval &amp; Engineering,2021,3576
3577,0,1,1,1,1,1,1,0,0,6,Reliance Naval &amp; Engineering,2020,3577
3578,1,1,1,0,1,1,0,0,0,5,Reliance Naval &amp; Engineering,2019,3578
3579,1,1,0,1,0,1,0,0,0,4,Reliance Naval &amp; Engineering,2018,3579
3580,0,0,1,0,0,1,1,1,0,4,Reliance Naval &amp; Engineering,2023-03-31,3580
3581,0,0,1,0,0,1,0,1,0,3,Reliance Naval &amp; Engineering,2022-09-30,3581
3582,1,1,0,0,0,0,1,1,1,5,Borosil,2024,3582
3583,0,0,0,0,0,1,0,1,1,3,Borosil,2023,3583
3584,1,1,0,1,1,0,1,1,1,7,Borosil,2022,3584
3585,0,0,0,1,0,1,1,1,1,5,Borosil,2021,3585
3586,1,0,1,1,1,1,1,1,1,8,Borosil,2020,3586
3587,1,1,0,1,0,1,1,1,1,7,Borosil,2019,3587
3588,1,1,0,0,0,1,0,1,1,5,Borosil,2024-03-31,3588
3589,1,0,0,0,0,0,1,0,1,3,Borosil,2023-09-30,3589
3590,1,1,0,1,0,1,1,1,1,7,Borosil,2023-03-31,3590
3591,1,1,1,0,0,0,1,1,1,6,Morepen Laboratories,2024,3591
3592,0,1,0,1,1,0,0,0,1,4,Morepen Laboratories,2023,3592
3593,1,0,0,1,0,0,0,0,1,3,Morepen Laboratories,2022,3593
3594,1,0,1,1,1,0,1,1,1,7,Morepen Laboratories,2021,3594
3595,1,0,1,1,1,0,1,1,1,7,Morepen Laboratories,2020,3595
3596,1,0,1,1,1,0,0,1,1,6,Morepen Laboratories,2019,3596
3597,1,1,0,1,0,1,1,1,1,7,Morepen Laboratories,2018,3597
3598,0,1,1,0,0,1,1,1,1,6,Morepen Laboratories,2024-03-31,3598
3599,1,1,1,0,0,1,1,1,1,7,Morepen Laboratories,2023-09-30,3599
3600,1,1,0,1,0,0,1,0,1,5,Morepen Laboratories,2023-03-31,3600
3601,1,1,0,1,0,1,1,1,1,7,Lemon Tree Hotels,2024,3601
3602,1,0,0,0,1,1,1,1,1,6,Lemon Tree Hotels,2023,3602
3603,1,1,0,0,0,1,1,1,0,5,Lemon Tree Hotels,2022,3603
3604,0,1,0,1,0,1,0,1,0,4,Lemon Tree Hotels,2021,3604
3605,0,1,0,0,0,1,0,1,0,3,Lemon Tree Hotels,2020,3605
3606,1,0,0,1,0,1,1,1,1,6,Lemon Tree Hotels,2019,3606
3607,1,1,0,1,0,1,1,1,1,7,Lemon Tree Hotels,2018,3607
3608,1,0,0,1,1,1,1,1,1,7,Lemon Tree Hotels,2024-03-31,3608
3609,0,0,0,1,0,1,0,1,1,4,Lemon Tree Hotels,2023-09-30,3609
3610,1,1,0,1,0,1,1,1,1,7,Lemon Tree Hotels,2023-03-31,3610
3611,0,1,0,0,0,1,0,1,0,3,Valiant Organics,2024,3611
3612,0,1,1,0,1,1,0,1,1,6,Valiant Organics,2023,3612
3613,1,0,1,1,0,0,0,0,1,4,Valiant Organics,2022,3613
3614,0,1,0,0,1,1,0,1,1,5,Valiant Organics,2021,3614
3615,0,1,0,0,0,1,0,1,1,4,Valiant Organics,2020,3615
3616,1,0,1,1,0,0,1,1,1,6,Valiant Organics,2019,3616
3617,1,1,0,1,0,1,1,1,1,7,Valiant Organics,2018,3617
3618,0,0,0,0,0,1,0,1,0,2,Valiant Organics,2024-03-31,3618
3619,0,0,0,0,1,1,0,1,1,4,Valiant Organics,2023-09-30,3619
3620,1,1,0,1,0,1,1,1,1,7,Valiant Organics,2023-03-31,3620
3621,0,1,0,1,1,0,1,0,1,5,Share India Securities,2023,3621
3622,1,0,1,0,0,1,1,1,1,6,Share India Securities,2022,3622
3623,1,0,1,0,1,1,1,1,1,7,Share India Securities,2021,3623
3624,0,1,0,0,1,1,1,1,1,6,Share India Securities,2020,3624
3625,0,1,1,0,1,1,1,1,1,7,Share India Securities,2019,3625
3626,0,0,0,0,0,0,0,0,1,1,Share India Securities,2023-09-30,3626
3627,1,0,0,1,0,0,1,0,1,4,Share India Securities,2023-03-31,3627
3628,0,0,0,0,0,1,0,0,0,1,Mirc Electronics,2024,3628
3629,1,1,1,1,0,1,1,0,0,6,Mirc Electronics,2023,3629
3630,1,0,1,0,0,1,0,1,0,4,Mirc Electronics,2022,3630
3631,1,0,1,1,1,1,1,1,1,8,Mirc Electronics,2021,3631
3632,0,0,1,0,1,1,0,0,0,3,Mirc Electronics,2020,3632
3633,0,0,0,1,0,0,0,0,0,1,Mirc Electronics,2019,3633
3634,1,1,0,1,0,1,1,1,1,7,Mirc Electronics,2018,3634
3635,1,0,0,0,0,1,0,0,0,2,Mirc Electronics,2024-03-31,3635
3636,0,1,1,0,1,0,1,0,0,4,Mirc Electronics,2023-09-30,3636
3637,1,1,0,1,0,0,0,0,0,3,Mirc Electronics,2023-03-31,3637
3638,0,1,1,0,1,0,0,1,1,5,Dwarikesh Sugar Industries,2024,3638
3639,1,0,1,1,0,1,0,1,1,6,Dwarikesh Sugar Industries,2023,3639
3640,1,1,1,1,0,1,1,1,1,8,Dwarikesh Sugar Industries,2022,3640
3641,1,0,1,1,1,1,1,1,1,8,Dwarikesh Sugar Industries,2021,3641
3642,1,0,1,0,0,0,0,1,1,4,Dwarikesh Sugar Industries,2020,3642
3643,1,1,0,1,0,0,1,0,1,5,Dwarikesh Sugar Industries,2019,3643
3644,0,1,1,0,1,0,1,1,1,6,Dwarikesh Sugar Industries,2024-03-31,3644
3645,0,0,1,1,1,1,0,1,1,6,Dwarikesh Sugar Industries,2023-09-30,3645
3646,1,1,0,1,0,1,1,1,1,7,Dwarikesh Sugar Industries,2023-03-31,3646
3647,1,1,1,0,0,1,1,1,1,7,Kalpataru Projects International,2024,3647
3648,0,0,0,0,1,1,0,1,1,4,Kalpataru Projects International,2023,3648
3649,1,0,1,0,1,1,0,1,1,6,Kalpataru Projects International,2022,3649
3650,1,1,1,1,1,1,1,1,1,9,Kalpataru Projects International,2021,3650
3651,1,0,0,0,1,1,0,1,1,5,Kalpataru Projects International,2020,3651
3652,1,1,0,1,0,1,1,1,1,7,Kalpataru Projects International,2019,3652
3653,1,1,1,1,0,1,1,1,1,8,Kalpataru Projects International,2024-03-31,3653
3654,0,0,1,0,0,0,0,0,1,2,Kalpataru Projects International,2023-09-30,3654
3655,1,1,0,1,0,1,1,1,1,7,Kalpataru Projects International,2023-03-31,3655
3656,0,1,0,0,0,1,1,1,1,5,Dredging Corporation Of India,2024,3656
3657,1,0,1,1,0,1,1,1,1,7,Dredging Corporation Of India,2023,3657
3658,1,1,1,0,1,1,1,1,1,8,Dredging Corporation Of India,2022,3658
3659,1,0,1,0,1,1,0,1,0,5,Dredging Corporation Of India,2021,3659
3660,1,1,1,0,1,1,0,1,1,7,Dredging Corporation Of India,2020,3660
3661,1,1,1,1,1,1,1,1,1,9,Dredging Corporation Of India,2019,3661
3662,1,1,0,1,0,1,1,1,1,7,Dredging Corporation Of India,2018,3662
3663,0,0,1,0,0,1,0,1,0,3,Dredging Corporation Of India,2024-03-31,3663
3664,1,1,0,1,0,1,1,1,1,7,Dredging Corporation Of India,2023-09-30,3664
3665,1,1,0,1,0,1,0,1,0,5,Dredging Corporation Of India,2023-03-31,3665
3666,1,1,0,1,1,1,1,1,1,8,Persistent Systems,2024,3666
