,companyName,disclosure_date,piotroski_score,purpose
4651,Rane Madras,2024-05-09,4,Quarterly-03
4652,Rane Madras,2023-10-30,5,Quarterly-9
4653,Rane Madras,2023-05-05,7,Quarterly-03
4654,Selan Exploration Technology,2024-05-06,7,Annually
4655,Selan Exploration Technology,2023-05-05,7,Annually
4656,Selan Exploration Technology,2022-04-30,6,Annually
4657,Selan Exploration Technology,2021-06-25,6,Annually
4658,Selan Exploration Technology,2024-05-06,8,Quarterly-03
4659,Selan Exploration Technology,2023-10-16,8,Quarterly-9
4660,Selan Exploration Technology,2023-05-05,6,Quarterly-03
4661,3M India,2024-05-28,7,Annually
4662,3M India,2023-05-30,7,Annually
4663,3M India,2022-05-27,8,Annually
4664,3M India,2021-05-28,5,Annually
4665,3M India,2024-05-28,6,Quarterly-03
4666,3M India,2023-11-10,8,Quarterly-9
4667,3M India,2023-05-30,7,Quarterly-03
4668,Cupid,2023-05-27,9,Annually
4669,Cupid,2022-05-30,4,Annually
4670,Cupid,2021-06-03,6,Annually
4671,Cupid,2023-11-08,6,Quarterly-9
4672,Cupid,2023-05-27,8,Quarterly-03
4673,Sarla Performance Fibers,2024-05-10,6,Annually
4674,Sarla Performance Fibers,2023-05-13,5,Annually
4675,Sarla Performance Fibers,2022-05-25,6,Annually
4676,Sarla Performance Fibers,2021-06-25,8,Annually
4677,Sarla Performance Fibers,2024-05-10,8,Quarterly-03
4678,Sarla Performance Fibers,2023-11-04,7,Quarterly-9
4679,Sarla Performance Fibers,2023-05-13,7,Quarterly-03
4680,Elecon Engineering Company,2024-04-19,8,Annually
4681,Elecon Engineering Company,2023-04-25,8,Annually
4682,Elecon Engineering Company,2022-05-03,8,Annually
4683,Elecon Engineering Company,2021-05-27,9,Annually
4684,Elecon Engineering Company,2024-04-19,8,Quarterly-03
4685,Elecon Engineering Company,2023-10-20,8,Quarterly-9
4686,Elecon Engineering Company,2023-04-25,7,Quarterly-03
4687,Lloyds Engineering Works,2024-05-02,4,Annually
4688,Lloyds Engineering Works,2023-04-27,4,Annually
4689,Lloyds Engineering Works,2022-05-11,5,Annually
4690,Lloyds Engineering Works,2021-05-31,5,Annually
4691,Lloyds Engineering Works,2024-05-02,4,Quarterly-03
4692,Lloyds Engineering Works,2023-10-20,4,Quarterly-9
4693,Lloyds Engineering Works,2023-04-27,5,Quarterly-03
4694,Ador Welding,2024-04-30,5,Annually
4695,Ador Welding,2023-05-30,8,Annually
4696,Ador Welding,2022-05-20,7,Annually
4697,Ador Welding,2021-05-28,4,Annually
4698,Ador Welding,2024-04-30,6,Quarterly-03
4699,Ador Welding,2023-11-08,5,Quarterly-9
4700,Ador Welding,2023-05-30,6,Quarterly-03
4701,Ashapura Minechem,2024-05-29,7,Annually
4702,Ashapura Minechem,2023-05-25,8,Annually
4703,Ashapura Minechem,2022-05-30,5,Annually
4704,Ashapura Minechem,2021-06-22,5,Annually
4705,Ashapura Minechem,2024-05-29,6,Quarterly-03
4706,Ashapura Minechem,2023-11-06,6,Quarterly-9
4707,Ashapura Minechem,2023-05-25,6,Quarterly-03
4708,Johnson Controls Hitachi Air Conditioning India,2024-05-23,5,Annually
4709,Johnson Controls Hitachi Air Conditioning India,2023-05-23,4,Annually
4710,Johnson Controls Hitachi Air Conditioning India,2022-05-26,4,Annually
4711,Johnson Controls Hitachi Air Conditioning India,2021-05-25,6,Annually
4712,Johnson Controls Hitachi Air Conditioning India,2024-05-23,7,Quarterly-03
4713,Johnson Controls Hitachi Air Conditioning India,2023-10-27,4,Quarterly-9
4714,Johnson Controls Hitachi Air Conditioning India,2023-05-23,3,Quarterly-03
4715,Suprajit Engineering,2024-05-29,6,Annually
4716,Suprajit Engineering,2023-05-29,4,Annually
4717,Suprajit Engineering,2022-05-25,8,Annually
4718,Suprajit Engineering,2021-05-29,8,Annually
4719,Suprajit Engineering,2024-05-29,7,Quarterly-03
4720,Suprajit Engineering,2023-11-09,4,Quarterly-9
4721,Suprajit Engineering,2023-05-29,7,Quarterly-03
4722,Mcdowell Holdings,2022-08-30,3,Annually
4723,Mcdowell Holdings,2021-06-29,3,Annually
4724,Mcdowell Holdings,2022-08-30,3,Quarterly-03
4725,Mcdowell Holdings,2021-06-29,5,Quarterly-03
4726,Privi Speciality Chemicals,2024-05-02,8,Annually
4727,Privi Speciality Chemicals,2023-05-29,6,Annually
4728,Privi Speciality Chemicals,2022-05-05,4,Annually
4729,Privi Speciality Chemicals,2021-05-14,5,Annually
4730,Privi Speciality Chemicals,2024-05-02,6,Quarterly-03
4731,Privi Speciality Chemicals,2023-11-06,8,Quarterly-9
4732,Privi Speciality Chemicals,2023-05-29,5,Quarterly-03
4733,EIH Associated Hotels,2024-05-24,8,Annually
4734,EIH Associated Hotels,2023-05-16,8,Annually
4735,EIH Associated Hotels,2022-05-02,9,Annually
4736,EIH Associated Hotels,2021-05-04,3,Annually
4737,EIH Associated Hotels,2024-05-24,9,Quarterly-03
4738,EIH Associated Hotels,2023-11-02,3,Quarterly-9
4739,EIH Associated Hotels,2023-05-16,7,Quarterly-03
4740,Vimta Labs,2024-05-18,5,Annually
4741,Vimta Labs,2023-05-03,6,Annually
4742,Vimta Labs,2022-05-12,9,Annually
4743,Vimta Labs,2021-05-14,8,Annually
4744,Vimta Labs,2024-05-18,7,Quarterly-03
4745,Vimta Labs,2023-10-30,4,Quarterly-9
4746,Vimta Labs,2023-05-03,7,Quarterly-03
4747,Lambodhara Textiles,2024-05-29,5,Annually
4748,Lambodhara Textiles,2023-05-29,4,Annually
4749,Lambodhara Textiles,2022-05-28,7,Annually
4750,Lambodhara Textiles,2021-06-25,6,Annually
4751,Lambodhara Textiles,2024-05-29,7,Quarterly-03
4752,Lambodhara Textiles,2023-11-13,8,Quarterly-9
4753,Lambodhara Textiles,2023-05-29,6,Quarterly-03
4754,Kirloskar Oil Engines,2024-05-08,4,Annually
4755,Kirloskar Oil Engines,2023-05-19,3,Annually
4756,Kirloskar Oil Engines,2022-05-19,2,Annually
4757,Kirloskar Oil Engines,2021-05-13,3,Annually
4758,Kirloskar Oil Engines,2024-05-08,4,Quarterly-03
4759,Kirloskar Oil Engines,2023-11-02,3,Quarterly-9
4760,Kirloskar Oil Engines,2023-05-19,5,Quarterly-03
4761,Balaji Telefilms,2024-05-30,8,Annually
4762,Balaji Telefilms,2023-05-30,4,Annually
4763,Balaji Telefilms,2023-05-19,4,Annually
4764,Balaji Telefilms,2022-05-20,4,Annually
4765,Balaji Telefilms,2021-06-18,3,Annually
4766,Balaji Telefilms,2024-05-30,3,Quarterly-03
4767,Balaji Telefilms,2023-11-09,8,Quarterly-9
4768,Balaji Telefilms,2023-05-30,5,Quarterly-03
4769,Balaji Telefilms,2023-05-19,5,Quarterly-03
4770,Pokarna,2024-05-16,8,Annually
4771,Pokarna,2023-05-25,7,Annually
4772,Pokarna,2022-05-21,6,Annually
4773,Pokarna,2021-06-21,5,Annually
4774,Pokarna,2024-05-16,7,Quarterly-03
4775,Pokarna,2023-11-08,9,Quarterly-9
4776,Pokarna,2023-05-25,6,Quarterly-03
4777,AGI Greenpac,2024-05-02,7,Annually
4778,AGI Greenpac,2023-05-04,7,Annually
4779,AGI Greenpac,2022-05-11,5,Annually
4780,AGI Greenpac,2021-05-10,7,Annually
4781,AGI Greenpac,2024-05-02,7,Quarterly-03
4782,AGI Greenpac,2023-10-26,6,Quarterly-9
4783,AGI Greenpac,2023-05-04,7,Quarterly-03
4784,BHARAT BIJLEE,2024-05-17,8,Annually
4785,BHARAT BIJLEE,2023-05-26,7,Annually
4786,BHARAT BIJLEE,2022-05-19,5,Annually
4787,BHARAT BIJLEE,2021-05-27,5,Annually
4788,BHARAT BIJLEE,2024-05-17,7,Quarterly-03
4789,BHARAT BIJLEE,2023-10-30,6,Quarterly-9
4790,BHARAT BIJLEE,2023-05-26,7,Quarterly-03
4791,K M Sugars Mills,2024-05-21,8,Annually
4792,K M Sugars Mills,2023-05-30,4,Annually
4793,K M Sugars Mills,2022-05-27,6,Annually
4794,K M Sugars Mills,2021-06-08,7,Annually
4795,K M Sugars Mills,2024-05-21,6,Quarterly-03
4796,K M Sugars Mills,2023-11-08,8,Quarterly-9
4797,K M Sugars Mills,2023-05-30,7,Quarterly-03
4798,Smartlink Holdings,2024-05-09,7,Annually
4799,Smartlink Holdings,2023-05-17,4,Annually
4800,Smartlink Holdings,2022-05-11,7,Annually
4801,Smartlink Holdings,2021-06-30,7,Annually
4802,Smartlink Holdings,2024-05-09,6,Quarterly-03
4803,Smartlink Holdings,2023-11-08,8,Quarterly-9
4804,Smartlink Holdings,2023-05-17,5,Quarterly-03
4805,Gulf Oil Lubricants India,2024-05-21,6,Annually
4806,Gulf Oil Lubricants India,2023-05-18,5,Annually
4807,Gulf Oil Lubricants India,2022-05-21,2,Annually
4808,Gulf Oil Lubricants India,2021-05-28,5,Annually
4809,Gulf Oil Lubricants India,2024-05-21,7,Quarterly-03
4810,Gulf Oil Lubricants India,2023-10-25,6,Quarterly-9
4811,Gulf Oil Lubricants India,2023-05-18,7,Quarterly-03
4812,Styrenix Performance Materials,2024-05-06,8,Annually
4813,Styrenix Performance Materials,2023-05-26,6,Annually
4814,Styrenix Performance Materials,2022-05-26,7,Annually
4815,Styrenix Performance Materials,2021-05-19,8,Annually
4816,Styrenix Performance Materials,2024-05-06,5,Quarterly-03
4817,Styrenix Performance Materials,2023-10-20,9,Quarterly-9
4818,Styrenix Performance Materials,2023-05-26,7,Quarterly-03
4819,Sadbhav Infrastructure Project,2024-05-20,6,Annually
4820,Sadbhav Infrastructure Project,2023-05-27,5,Annually
4821,Sadbhav Infrastructure Project,2022-05-27,5,Annually
4822,Sadbhav Infrastructure Project,2021-06-28,4,Annually
4823,Sadbhav Infrastructure Project,2024-05-20,6,Quarterly-03
4824,Sadbhav Infrastructure Project,2023-11-07,7,Quarterly-9
4825,Sadbhav Infrastructure Project,2023-05-27,7,Quarterly-03
4826,Uniphos Enterprises,2023-05-26,5,Annually
4827,Uniphos Enterprises,2022-05-24,7,Annually
4828,Uniphos Enterprises,2021-05-26,5,Annually
4829,Bannari Amman Spinning Mills,2024-05-29,5,Annually
4830,Bannari Amman Spinning Mills,2023-05-30,3,Annually
4831,Bannari Amman Spinning Mills,2022-05-30,7,Annually
4832,Bannari Amman Spinning Mills,2021-05-31,5,Annually
4833,Bannari Amman Spinning Mills,2024-05-29,5,Quarterly-03
4834,Bannari Amman Spinning Mills,2023-11-14,6,Quarterly-9
4835,Bannari Amman Spinning Mills,2023-05-30,4,Quarterly-03
4836,Bharat Rasayan,2023-05-30,6,Annually
4837,Bharat Rasayan,2022-05-26,2,Annually
4838,Bharat Rasayan,2021-06-29,7,Annually
4839,Bharat Rasayan,2023-05-30,8,Quarterly-03
4840,PNB Gilts,2024-05-01,4,Annually
4841,PNB Gilts,2024-04-29,4,Annually
4842,PNB Gilts,2023-05-03,1,Annually
4843,PNB Gilts,2022-05-05,2,Annually
4844,PNB Gilts,2021-06-22,9,Annually
4845,PNB Gilts,2024-05-01,5,Quarterly-03
4846,PNB Gilts,2024-04-29,5,Quarterly-03
4847,PNB Gilts,2023-10-20,2,Quarterly-9
4848,PNB Gilts,2023-05-03,4,Quarterly-03
4849,Tarmat,2024-05-30,4,Annually
4850,Tarmat,2023-05-30,7,Annually
4851,Tarmat,2022-05-30,4,Annually
4852,Tarmat,2021-06-29,7,Annually
4853,Tarmat,2024-05-30,3,Quarterly-03
4854,Tarmat,2023-11-14,4,Quarterly-9
4855,Tarmat,2023-05-30,7,Quarterly-03
4856,Precision Camshafts,2024-05-23,8,Annually
4857,Precision Camshafts,2023-05-26,6,Annually
4858,Precision Camshafts,2022-05-26,7,Annually
4859,Precision Camshafts,2021-05-25,5,Annually
4860,Precision Camshafts,2024-05-23,7,Quarterly-03
4861,Precision Camshafts,2023-11-09,7,Quarterly-9
4862,Precision Camshafts,2023-05-26,7,Quarterly-03
4863,Tide Water Oil India,2024-05-18,7,Annually
4864,Tide Water Oil India,2023-05-26,6,Annually
4865,Tide Water Oil India,2022-05-30,5,Annually
4866,Tide Water Oil India,2021-06-10,6,Annually
4867,Tide Water Oil India,2024-05-18,6,Quarterly-03
4868,Tide Water Oil India,2023-11-11,8,Quarterly-9
4869,Tide Water Oil India,2023-05-26,7,Quarterly-03
4870,Rane Engine Valves,2024-05-07,8,Annually
4871,Rane Engine Valves,2023-05-04,5,Annually
4872,Rane Engine Valves,2022-05-16,4,Annually
4873,Rane Engine Valves,2021-05-19,5,Annually
4874,Rane Engine Valves,2024-05-07,8,Quarterly-03
4875,Rane Engine Valves,2023-10-31,5,Quarterly-9
4876,Rane Engine Valves,2023-05-04,7,Quarterly-03
4877,Sanwaria Consumer,2024-05-28,3,Annually
4878,Sanwaria Consumer,2023-05-29,6,Annually
4879,Sanwaria Consumer,2022-05-31,4,Annually
4880,Sanwaria Consumer,2021-06-30,5,Annually
4881,Sanwaria Consumer,2024-05-28,3,Quarterly-03
4882,Sanwaria Consumer,2023-11-14,3,Quarterly-9
4883,Sanwaria Consumer,2023-05-29,4,Quarterly-03
4884,Ugar Sugar Works,2024-05-28,3,Annually
4885,Ugar Sugar Works,2023-05-08,8,Annually
4886,Ugar Sugar Works,2022-05-23,6,Annually
4887,Ugar Sugar Works,2021-05-28,5,Annually
4888,Ugar Sugar Works,2024-05-28,4,Quarterly-03
4889,Ugar Sugar Works,2023-11-08,3,Quarterly-9
4890,Ugar Sugar Works,2023-05-08,7,Quarterly-03
4891,Steel Exchange India,2024-05-03,4,Annually
4892,Steel Exchange India,2023-05-29,4,Annually
4893,Steel Exchange India,2022-04-25,5,Annually
4894,Steel Exchange India,2021-05-28,6,Annually
4895,Steel Exchange India,2021-04-23,6,Annually
4896,Steel Exchange India,2024-05-03,5,Quarterly-03
4897,Steel Exchange India,2023-11-14,6,Quarterly-9
4898,Steel Exchange India,2023-05-29,5,Quarterly-03
4899,Walchandnagar Industries,2024-05-28,5,Annually
4900,Walchandnagar Industries,2023-05-25,6,Annually
4901,Walchandnagar Industries,2022-05-30,6,Annually
4902,Walchandnagar Industries,2021-06-29,6,Annually
4903,Walchandnagar Industries,2024-05-28,6,Quarterly-03
4904,Walchandnagar Industries,2023-11-09,4,Quarterly-9
4905,Walchandnagar Industries,2023-05-25,6,Quarterly-03
4906,Thangamayil Jewellery,2024-05-20,7,Annually
4907,Thangamayil Jewellery,2023-05-22,7,Annually
4908,Thangamayil Jewellery,2022-05-19,4,Annually
4909,Thangamayil Jewellery,2021-06-24,5,Annually
4910,Thangamayil Jewellery,2024-05-20,5,Quarterly-03
4911,Thangamayil Jewellery,2023-11-01,7,Quarterly-9
4912,Thangamayil Jewellery,2023-05-22,6,Quarterly-03
4913,VST Industries,2023-04-25,5,Annually
4914,VST Industries,2022-04-26,4,Annually
4915,VST Industries,2021-04-27,6,Annually
4916,VST Industries,2021-04-21,6,Annually
4917,VST Industries,2023-10-17,7,Quarterly-9
4918,VST Industries,2023-04-25,8,Quarterly-03
4919,Ramky Infrastructure,2024-05-29,7,Annually
4920,Ramky Infrastructure,2023-05-30,8,Annually
4921,Ramky Infrastructure,2022-05-27,8,Annually
4922,Ramky Infrastructure,2021-06-14,8,Annually
4923,Ramky Infrastructure,2024-05-29,7,Quarterly-03
4924,Ramky Infrastructure,2023-11-09,6,Quarterly-9
4925,Ramky Infrastructure,2023-05-30,6,Quarterly-03
4926,Transport Corporation Of India,2024-05-15,3,Annually
4927,Transport Corporation Of India,2023-05-18,5,Annually
4928,Transport Corporation Of India,2022-05-28,8,Annually
4929,Transport Corporation Of India,2021-05-25,6,Annually
4930,Transport Corporation Of India,2024-05-15,6,Quarterly-03
4931,Transport Corporation Of India,2023-10-30,4,Quarterly-9
4932,Transport Corporation Of India,2023-05-18,6,Quarterly-03
4933,IIFL Securities,2024-05-16,3,Annually
4934,IIFL Securities,2023-04-24,4,Annually
4935,IIFL Securities,2022-04-26,3,Annually
4936,IIFL Securities,2021-05-04,4,Annually
4937,IIFL Securities,2024-05-16,5,Quarterly-03
4938,IIFL Securities,2023-10-17,2,Quarterly-9
4939,IIFL Securities,2023-04-24,4,Quarterly-03
4940,Power Mech Projects,2024-05-20,5,Annually
4941,Power Mech Projects,2023-05-26,6,Annually
4942,Power Mech Projects,2022-05-21,8,Annually
4943,Power Mech Projects,2021-06-17,5,Annually
4944,Power Mech Projects,2024-05-20,7,Quarterly-03
4945,Power Mech Projects,2023-11-11,7,Quarterly-9
4946,Power Mech Projects,2023-05-26,6,Quarterly-03
4947,Prozone Realty,2024-05-28,7,Annually
4948,Prozone Realty,2023-05-30,7,Annually
4949,Prozone Realty,2023-05-29,7,Annually
4950,Prozone Realty,2022-05-28,6,Annually
4951,Prozone Realty,2021-06-22,3,Annually
4952,Prozone Realty,2024-05-28,5,Quarterly-03
4953,Prozone Realty,2023-11-10,6,Quarterly-9
4954,Prozone Realty,2023-05-30,7,Quarterly-03
4955,Prozone Realty,2023-05-29,7,Quarterly-03
4956,Nectar Lifesciences,2024-05-15,7,Annually
4957,Nectar Lifesciences,2023-05-26,5,Annually
4958,Nectar Lifesciences,2022-05-30,8,Annually
4959,Nectar Lifesciences,2021-07-23,4,Annually
4960,Nectar Lifesciences,2024-05-15,6,Quarterly-03
4961,Nectar Lifesciences,2023-11-10,6,Quarterly-9
4962,Nectar Lifesciences,2023-05-26,7,Quarterly-03
4963,Trejhara Solutions,2024-05-23,6,Annually
4964,Trejhara Solutions,2023-05-30,3,Annually
4965,Trejhara Solutions,2022-05-26,7,Annually
4966,Trejhara Solutions,2021-06-18,6,Annually
4967,Trejhara Solutions,2024-05-23,4,Quarterly-03
4968,Trejhara Solutions,2023-11-09,5,Quarterly-9
4969,Trejhara Solutions,2023-05-30,5,Quarterly-03
4970,DCM,2024-05-27,7,Annually
4971,DCM,2023-05-29,7,Annually
4972,DCM,2022-05-28,7,Annually
4973,DCM,2021-06-29,7,Annually
4974,DCM,2024-05-27,6,Quarterly-03
4975,DCM,2023-11-08,6,Quarterly-9
4976,DCM,2023-05-29,4,Quarterly-03
4977,Uno Minda,2024-05-23,8,Annually
4978,Uno Minda,2023-05-18,5,Annually
4979,Uno Minda,2022-05-24,7,Annually
4980,Uno Minda,2021-06-13,7,Annually
4981,Uno Minda,2024-05-23,7,Quarterly-03
4982,Uno Minda,2023-11-07,6,Quarterly-9
4983,Uno Minda,2023-05-18,6,Quarterly-03
4984,RPSG Ventures,2024-05-23,6,Annually
4985,RPSG Ventures,2023-05-19,4,Annually
4986,RPSG Ventures,2022-05-13,5,Annually
4987,RPSG Ventures,2021-06-16,5,Annually
4988,RPSG Ventures,2024-05-23,5,Quarterly-03
4989,RPSG Ventures,2023-11-10,6,Quarterly-9
4990,RPSG Ventures,2023-05-19,5,Quarterly-03
4991,Expleo Solutions,2024-05-23,5,Annually
4992,Expleo Solutions,2023-05-25,6,Annually
4993,Expleo Solutions,2022-05-18,5,Annually
4994,Expleo Solutions,2021-05-20,7,Annually
4995,Expleo Solutions,2024-05-23,6,Quarterly-03
4996,Expleo Solutions,2023-11-09,6,Quarterly-9
4997,Expleo Solutions,2023-05-25,6,Quarterly-03
4998,Aro Granite Industries,2024-04-23,7,Annually
4999,Aro Granite Industries,2024-02-02,7,Annually
5000,Aro Granite Industries,2023-10-31,5,Annually
5001,Aro Granite Industries,2023-08-04,5,Annually
5002,Aro Granite Industries,2023-05-19,5,Annually
5003,Aro Granite Industries,2022-04-29,5,Annually
5004,Aro Granite Industries,2021-10-29,6,Annually
5005,Aro Granite Industries,2021-06-25,6,Annually
5006,Aro Granite Industries,2024-04-23,6,Quarterly-03
5007,Aro Granite Industries,2024-02-02,6,Quarterly-03
5008,Aro Granite Industries,2023-10-31,6,Quarterly-03
5009,Aro Granite Industries,2023-08-04,6,Quarterly-03
5010,Aro Granite Industries,2023-05-19,6,Quarterly-03
5011,SKM Egg Products Export India,2024-05-22,5,Annually
5012,SKM Egg Products Export India,2023-05-24,7,Annually
5013,SKM Egg Products Export India,2022-05-30,5,Annually
5014,SKM Egg Products Export India,2021-05-26,7,Annually
5015,SKM Egg Products Export India,2024-05-22,5,Quarterly-03
5016,SKM Egg Products Export India,2023-11-10,6,Quarterly-9
5017,SKM Egg Products Export India,2023-05-24,7,Quarterly-03
5018,Everest Kanto Cylinder,2024-05-24,8,Annually
5019,Everest Kanto Cylinder,2023-05-29,5,Annually
5020,Everest Kanto Cylinder,2023-05-25,5,Annually
5021,Everest Kanto Cylinder,2022-05-27,7,Annually
5022,Everest Kanto Cylinder,2021-06-24,7,Annually
5023,Everest Kanto Cylinder,2024-05-24,6,Quarterly-03
5024,Everest Kanto Cylinder,2023-11-08,8,Quarterly-9
5025,Everest Kanto Cylinder,2023-05-29,7,Quarterly-03
5026,Everest Kanto Cylinder,2023-05-25,7,Quarterly-03
5027,Hercules Hoists,2024-05-27,5,Annually
5028,Hercules Hoists,2023-05-26,6,Annually
5029,Hercules Hoists,2022-05-26,6,Annually
5030,Hercules Hoists,2021-05-25,4,Annually
5031,Hercules Hoists,2024-05-27,7,Quarterly-03
5032,Hercules Hoists,2023-11-04,6,Quarterly-9
5033,Hercules Hoists,2023-05-26,5,Quarterly-03
5034,RHI Magnesita India,2024-05-29,6,Annually
5035,RHI Magnesita India,2023-05-30,2,Annually
5036,RHI Magnesita India,2022-05-27,6,Annually
5037,RHI Magnesita India,2021-06-25,6,Annually
5038,RHI Magnesita India,2024-05-29,6,Quarterly-03
5039,RHI Magnesita India,2023-11-08,6,Quarterly-9
5040,RHI Magnesita India,2023-05-30,5,Quarterly-03
5041,Gabriel India,2024-05-23,5,Annually
5042,Gabriel India,2023-05-23,9,Annually
5043,Gabriel India,2022-05-24,7,Annually
5044,Gabriel India,2021-05-26,4,Annually
5045,Gabriel India,2024-05-23,5,Quarterly-03
5046,Gabriel India,2023-11-03,6,Quarterly-9
5047,Gabriel India,2023-05-23,6,Quarterly-03
5048,Bhagyanagar India,2024-05-21,7,Annually
5049,Bhagyanagar India,2023-05-27,3,Annually
5050,Bhagyanagar India,2022-05-28,5,Annually
5051,Bhagyanagar India,2021-05-30,3,Annually
5052,Bhagyanagar India,2024-05-21,7,Quarterly-03
5053,Bhagyanagar India,2023-11-08,7,Quarterly-9
5054,Bhagyanagar India,2023-05-27,4,Quarterly-03
5055,Ingersoll-Rand India,2024-05-28,5,Annually
5056,Ingersoll-Rand India,2023-05-25,8,Annually
5057,Ingersoll-Rand India,2022-05-30,6,Annually
5058,Ingersoll-Rand India,2021-05-31,5,Annually
5059,Ingersoll-Rand India,2024-05-28,6,Quarterly-03
5060,Ingersoll-Rand India,2023-11-08,7,Quarterly-9
5061,Ingersoll-Rand India,2023-05-25,7,Quarterly-03
5062,Hindustan Foods,2024-05-21,5,Annually
5063,Hindustan Foods,2023-05-18,7,Annually
5064,Hindustan Foods,2022-05-20,3,Annually
5065,Hindustan Foods,2021-05-26,7,Annually
5066,Hindustan Foods,2024-05-21,6,Quarterly-03
5067,Hindustan Foods,2023-11-08,6,Quarterly-9
5068,Hindustan Foods,2023-05-18,7,Quarterly-03
5069,Aia Engineering,2024-05-14,4,Annually
5070,Aia Engineering,2023-05-25,7,Annually
5071,Aia Engineering,2022-05-25,6,Annually
5072,Aia Engineering,2021-05-25,6,Annually
5073,Aia Engineering,2024-05-14,4,Quarterly-03
5074,Aia Engineering,2023-11-06,7,Quarterly-9
5075,Aia Engineering,2023-05-25,6,Quarterly-03
5076,Indo Count Industries,2024-05-27,8,Annually
5077,Indo Count Industries,2023-05-30,6,Annually
5078,Indo Count Industries,2022-05-29,4,Annually
5079,Indo Count Industries,2022-05-24,4,Annually
5080,Indo Count Industries,2021-05-17,6,Annually
5081,Indo Count Industries,2024-05-27,5,Quarterly-03
5082,Indo Count Industries,2023-11-06,7,Quarterly-9
5083,Indo Count Industries,2023-05-30,7,Quarterly-03
5084,Garware Technical Fibres,2024-05-27,7,Annually
5085,Garware Technical Fibres,2023-05-22,6,Annually
5086,Garware Technical Fibres,2022-05-05,6,Annually
5087,Garware Technical Fibres,2021-05-27,8,Annually
5088,Garware Technical Fibres,2024-05-27,8,Quarterly-03
5089,Garware Technical Fibres,2023-11-06,6,Quarterly-9
5090,Garware Technical Fibres,2023-05-22,6,Quarterly-03
5091,Indo National,2024-05-28,6,Annually
5092,Indo National,2023-05-23,4,Annually
5093,Indo National,2022-05-27,5,Annually
5094,Indo National,2021-06-29,7,Annually
5095,Indo National,2024-05-28,7,Quarterly-03
5096,Indo National,2023-11-09,5,Quarterly-9
5097,Indo National,2023-05-23,4,Quarterly-03
5098,Unichem Laboratories,2024-05-22,7,Annually
5099,Unichem Laboratories,2023-05-23,4,Annually
5100,Unichem Laboratories,2022-05-27,3,Annually
5101,Unichem Laboratories,2021-05-29,8,Annually
5102,Unichem Laboratories,2024-05-22,5,Quarterly-03
5103,Unichem Laboratories,2023-11-01,6,Quarterly-9
5104,Unichem Laboratories,2023-05-23,3,Quarterly-03
5105,Savita Oil Technologies,2024-05-11,4,Annually
5106,Savita Oil Technologies,2023-05-26,5,Annually
5107,Savita Oil Technologies,2022-05-30,7,Annually
5108,Savita Oil Technologies,2021-06-28,7,Annually
5109,Savita Oil Technologies,2024-05-11,6,Quarterly-03
5110,Savita Oil Technologies,2023-11-01,6,Quarterly-9
5111,Savita Oil Technologies,2023-05-26,5,Quarterly-03
5112,Huhtamaki India,2023-02-06,7,Annually
5113,Huhtamaki India,2022-02-28,8,Annually
5114,Huhtamaki India,2022-02-18,8,Annually
5115,Huhtamaki India,2021-02-24,1,Annually
5116,Huhtamaki India,2021-02-23,1,Annually
5117,Huhtamaki India,2023-07-17,7,Quarterly-6
5118,Oricon Enterprises,2024-05-30,4,Annually
5119,Oricon Enterprises,2023-05-30,6,Annually
5120,Oricon Enterprises,2022-05-30,7,Annually
5121,Oricon Enterprises,2021-06-11,6,Annually
5122,Oricon Enterprises,2024-05-30,6,Quarterly-03
5123,Oricon Enterprises,2023-11-09,7,Quarterly-9
5124,Oricon Enterprises,2023-05-30,6,Quarterly-03
5125,Ppap Automotive,2024-05-18,6,Annually
5126,Ppap Automotive,2023-05-19,5,Annually
5127,Ppap Automotive,2022-05-13,4,Annually
5128,Ppap Automotive,2021-05-10,5,Annually
5129,Ppap Automotive,2024-05-18,4,Quarterly-03
5130,Ppap Automotive,2023-11-09,7,Quarterly-9
5131,Ppap Automotive,2023-05-19,4,Quarterly-03
5132,Mawana Sugars,2023-05-30,6,Annually
5133,Mawana Sugars,2022-05-30,6,Annually
5134,Mawana Sugars,2021-06-25,9,Annually
5135,Mawana Sugars,2023-11-10,6,Quarterly-9
5136,Mawana Sugars,2023-05-30,7,Quarterly-03
5137,Steel Strips Wheels,2024-05-23,4,Annually
5138,Steel Strips Wheels,2023-05-26,5,Annually
5139,Steel Strips Wheels,2022-05-13,9,Annually
5140,Steel Strips Wheels,2021-05-07,6,Annually
5141,Steel Strips Wheels,2024-05-23,3,Quarterly-03
5142,Steel Strips Wheels,2023-10-26,6,Quarterly-9
5143,Steel Strips Wheels,2023-05-26,6,Quarterly-03
5144,Oriental Aromatics,2024-05-27,4,Annually
5145,Oriental Aromatics,2023-05-30,3,Annually
5146,Oriental Aromatics,2022-05-10,3,Annually
5147,Oriental Aromatics,2021-05-10,5,Annually
5148,Oriental Aromatics,2024-05-27,6,Quarterly-03
5149,Oriental Aromatics,2023-11-09,8,Quarterly-9
5150,Oriental Aromatics,2023-05-30,4,Quarterly-03
5151,DCM Shriram,2024-05-06,3,Annually
5152,DCM Shriram,2023-05-02,5,Annually
5153,DCM Shriram,2022-05-05,6,Annually
5154,DCM Shriram,2021-05-04,6,Annually
5155,DCM Shriram,2024-05-06,5,Quarterly-03
