,companyName,disclosure_date,piotroski_score,purpose
1819,Bhansali Engineering Polymers,2021-04-18,7,Annually
1820,Bhansali Engineering Polymers,2024-04-20,6,Quarterly-03
1821,Bhansali Engineering Polymers,2023-10-22,6,Quarterly-9
1822,Bhansali Engineering Polymers,2023-05-21,8,Quarterly-03
1823,Bhansali Engineering Polymers,2023-05-14,8,Quarterly-03
1824,Allcargo Logistics,2024-05-25,3,Annually
1825,Allcargo Logistics,2023-05-30,9,Annually
1826,Allcargo Logistics,2023-05-29,9,Annually
1827,Allcargo Logistics,2022-05-26,7,Annually
1828,Allcargo Logistics,2021-06-23,6,Annually
1829,Allcargo Logistics,2024-05-25,3,Quarterly-03
1830,Allcargo Logistics,2023-11-10,2,Quarterly-9
1831,Allcargo Logistics,2023-05-30,7,Quarterly-03
1832,Allcargo Logistics,2023-05-29,7,Quarterly-03
1833,Karnataka Bank,2024-05-24,3,Annually
1834,Karnataka Bank,2023-05-26,8,Annually
1835,Karnataka Bank,2022-05-27,2,Annually
1836,Karnataka Bank,2021-05-26,8,Annually
1837,Karnataka Bank,2024-05-24,6,Quarterly-03
1838,Karnataka Bank,2023-11-02,4,Quarterly-9
1839,Karnataka Bank,2023-05-26,6,Quarterly-03
1840,Welspun Living,2024-04-25,8,Annually
1841,Welspun Living,2023-04-27,5,Annually
1842,Welspun Living,2022-05-10,6,Annually
1843,Welspun Living,2021-05-14,9,Annually
1844,Welspun Living,2024-04-25,6,Quarterly-03
1845,Welspun Living,2023-10-25,7,Quarterly-9
1846,Welspun Living,2023-04-27,6,Quarterly-03
1847,IFB Industries,2024-05-28,9,Annually
1848,IFB Industries,2024-05-27,9,Annually
1849,IFB Industries,2023-05-27,7,Annually
1850,IFB Industries,2022-05-28,5,Annually
1851,IFB Industries,2021-06-14,7,Annually
1852,IFB Industries,2024-05-28,6,Quarterly-03
1853,IFB Industries,2024-05-27,6,Quarterly-03
1854,IFB Industries,2023-11-02,9,Quarterly-9
1855,IFB Industries,2023-10-30,9,Quarterly-9
1856,IFB Industries,2023-05-27,4,Quarterly-03
1857,Unitech,2024-05-28,5,Annually
1858,Unitech,2023-02-28,4,Annually
1859,Unitech,2022-06-08,5,Annually
1860,Unitech,2022-06-01,5,Annually
1861,Unitech,2024-05-28,5,Quarterly-03
1862,Unitech,2023-12-21,4,Quarterly-9
1863,Unitech,2023-02-28,4,Quarterly-03
1864,Dilip Buildcon,2024-05-10,7,Annually
1865,Dilip Buildcon,2023-05-19,7,Annually
1866,Dilip Buildcon,2022-05-30,5,Annually
1867,Dilip Buildcon,2021-05-28,6,Annually
1868,Dilip Buildcon,2024-05-10,5,Quarterly-03
1869,Dilip Buildcon,2023-11-07,7,Quarterly-9
1870,Dilip Buildcon,2023-05-19,4,Quarterly-03
1871,KEI Industries,2024-05-02,5,Annually
1872,KEI Industries,2023-05-02,7,Annually
1873,KEI Industries,2022-05-09,6,Annually
1874,KEI Industries,2021-05-29,5,Annually
1875,KEI Industries,2024-05-02,7,Quarterly-03
1876,KEI Industries,2023-10-31,3,Quarterly-9
1877,KEI Industries,2023-05-02,7,Quarterly-03
1878,ICICI Securities,2024-04-18,2,Annually
1879,ICICI Securities,2023-04-19,4,Annually
1880,ICICI Securities,2022-04-20,2,Annually
1881,ICICI Securities,2021-04-21,3,Annually
1882,ICICI Securities,2024-04-18,2,Quarterly-03
1883,ICICI Securities,2023-10-16,4,Quarterly-9
1884,ICICI Securities,2023-04-19,5,Quarterly-03
1885,Mishra Dhatu Nigam,2024-05-29,7,Annually
1886,Mishra Dhatu Nigam,2024-05-28,7,Annually
1887,Mishra Dhatu Nigam,2023-05-25,4,Annually
1888,Mishra Dhatu Nigam,2022-05-26,4,Annually
1889,Mishra Dhatu Nigam,2021-06-24,8,Annually
1890,Mishra Dhatu Nigam,2024-05-29,8,Quarterly-03
1891,Mishra Dhatu Nigam,2024-05-28,8,Quarterly-03
1892,Mishra Dhatu Nigam,2023-11-07,5,Quarterly-9
1893,Mishra Dhatu Nigam,2023-05-25,4,Quarterly-03
1894,Shilpa Medicare,2024-05-23,7,Annually
1895,Shilpa Medicare,2023-05-25,4,Annually
1896,Shilpa Medicare,2022-05-23,5,Annually
1897,Shilpa Medicare,2021-05-31,4,Annually
1898,Shilpa Medicare,2024-05-23,7,Quarterly-03
1899,Shilpa Medicare,2023-11-10,6,Quarterly-9
1900,Shilpa Medicare,2023-05-25,5,Quarterly-03
1901,Olectra Greentech,2024-04-25,9,Annually
1902,Olectra Greentech,2023-05-05,5,Annually
1903,Olectra Greentech,2022-05-02,6,Annually
1904,Olectra Greentech,2021-06-16,6,Annually
1905,Olectra Greentech,2024-04-25,6,Quarterly-03
1906,Olectra Greentech,2023-11-04,6,Quarterly-9
1907,Olectra Greentech,2023-05-05,4,Quarterly-03
1908,Jain Irrigation Systems,2024-05-18,7,Annually
1909,Jain Irrigation Systems,2023-05-26,4,Annually
1910,Jain Irrigation Systems,2022-05-30,5,Annually
1911,Jain Irrigation Systems,2021-06-30,6,Annually
1912,Jain Irrigation Systems,2024-05-18,8,Quarterly-03
1913,Jain Irrigation Systems,2023-11-09,7,Quarterly-9
1914,Jain Irrigation Systems,2023-05-26,4,Quarterly-03
1915,Aarti Industries,2024-05-10,6,Annually
1916,Aarti Industries,2023-05-08,5,Annually
1917,Aarti Industries,2022-08-10,6,Annually
1918,Aarti Industries,2022-05-27,6,Annually
1919,Aarti Industries,2021-08-06,5,Annually
1920,Aarti Industries,2021-05-18,5,Annually
1921,Aarti Industries,2021-05-11,5,Annually
1922,Aarti Industries,2024-05-10,7,Quarterly-03
1923,Aarti Industries,2023-11-04,6,Quarterly-9
1924,Aarti Industries,2023-05-08,7,Quarterly-03
1925,Vinatiorg,2024-05-17,6,Annually
1926,Vinatiorg,2023-05-19,8,Annually
1927,Vinatiorg,2022-05-14,6,Annually
1928,Vinatiorg,2021-05-13,4,Annually
1929,Vinatiorg,2024-05-17,7,Quarterly-03
1930,Vinatiorg,2023-11-07,6,Quarterly-9
1931,Vinatiorg,2023-05-19,8,Quarterly-03
1932,Sagar Cements,2024-05-14,5,Annually
1933,Sagar Cements,2023-05-10,6,Annually
1934,Sagar Cements,2022-05-11,4,Annually
1935,Sagar Cements,2021-05-12,6,Annually
1936,Sagar Cements,2024-05-14,7,Quarterly-03
1937,Sagar Cements,2023-10-19,5,Quarterly-9
1938,Sagar Cements,2023-05-10,6,Quarterly-03
1939,Shree Renuka Sugars,2024-05-29,5,Annually
1940,Shree Renuka Sugars,2023-05-26,6,Annually
1941,Shree Renuka Sugars,2022-05-24,3,Annually
1942,Shree Renuka Sugars,2021-06-25,4,Annually
1943,Shree Renuka Sugars,2021-06-18,4,Annually
1944,Shree Renuka Sugars,2024-05-29,7,Quarterly-03
1945,Shree Renuka Sugars,2023-11-08,4,Quarterly-9
1946,Shree Renuka Sugars,2023-05-26,7,Quarterly-03
1947,BHARAT DYNAMICS,2024-05-30,5,Annually
1948,BHARAT DYNAMICS,2023-05-25,6,Annually
1949,BHARAT DYNAMICS,2022-05-26,9,Annually
1950,BHARAT DYNAMICS,2021-06-21,6,Annually
1951,BHARAT DYNAMICS,2024-05-30,7,Quarterly-03
1952,BHARAT DYNAMICS,2023-11-03,4,Quarterly-9
1953,BHARAT DYNAMICS,2023-05-25,6,Quarterly-03
1954,Gujarat Gas Company,2023-05-10,8,Annually
1955,Gujarat Gas Company,2022-05-10,6,Annually
1956,Gujarat Gas Company,2021-06-01,7,Annually
1957,Gujarat Gas Company,2023-11-02,6,Quarterly-9
1958,Gujarat Gas Company,2023-05-10,7,Quarterly-03
1959,Birla Corporation,2024-05-04,8,Annually
1960,Birla Corporation,2023-05-09,6,Annually
1961,Birla Corporation,2022-05-11,7,Annually
1962,Birla Corporation,2021-05-12,8,Annually
1963,Birla Corporation,2024-05-04,8,Quarterly-03
1964,Birla Corporation,2023-11-08,6,Quarterly-9
1965,Birla Corporation,2023-05-09,6,Quarterly-03
1966,Varun Beverages,2023-02-06,6,Annually
1967,Varun Beverages,2022-02-03,7,Annually
1968,Varun Beverages,2021-02-16,7,Annually
1969,Varun Beverages,2023-08-03,8,Quarterly-6
1970,Whirlpool Of India,2024-05-20,6,Annually
1971,Whirlpool Of India,2023-05-17,6,Annually
1972,Whirlpool Of India,2022-05-25,4,Annually
1973,Whirlpool Of India,2021-06-15,6,Annually
1974,Whirlpool Of India,2024-05-20,7,Quarterly-03
1975,Whirlpool Of India,2023-11-03,6,Quarterly-9
1976,Whirlpool Of India,2023-05-17,7,Quarterly-03
1977,Jubilant Pharmova,2024-05-29,8,Annually
1978,Jubilant Pharmova,2023-05-29,3,Annually
1979,Jubilant Pharmova,2022-05-27,5,Annually
1980,Jubilant Pharmova,2021-06-04,8,Annually
1981,Jubilant Pharmova,2024-05-29,6,Quarterly-03
1982,Jubilant Pharmova,2023-10-27,6,Quarterly-9
1983,Jubilant Pharmova,2023-05-29,4,Quarterly-03
1984,KNR Constructions,2024-05-29,5,Annually
1985,KNR Constructions,2023-05-29,8,Annually
1986,KNR Constructions,2022-05-30,4,Annually
1987,KNR Constructions,2021-05-20,6,Annually
1988,KNR Constructions,2024-05-29,6,Quarterly-03
1989,KNR Constructions,2023-11-14,3,Quarterly-9
1990,KNR Constructions,2023-05-29,6,Quarterly-03
1991,Panacea Biotec,2024-05-30,5,Annually
1992,Panacea Biotec,2023-05-30,3,Annually
1993,Panacea Biotec,2022-05-18,5,Annually
1994,Panacea Biotec,2021-06-02,5,Annually
1995,Panacea Biotec,2024-05-30,4,Quarterly-03
1996,Panacea Biotec,2023-11-10,4,Quarterly-9
1997,Panacea Biotec,2023-05-30,2,Quarterly-03
1998,Swan Energy,2024-05-30,6,Annually
1999,Swan Energy,2023-05-20,4,Annually
2000,Swan Energy,2022-05-30,4,Annually
2001,Swan Energy,2021-06-30,5,Annually
2002,Swan Energy,2024-05-30,5,Quarterly-03
2003,Swan Energy,2023-11-10,8,Quarterly-9
2004,Swan Energy,2023-05-20,5,Quarterly-03
2005,Chemcon Speciality Chemicals,2024-05-18,5,Annually
2006,Chemcon Speciality Chemicals,2023-05-26,4,Annually
2007,Chemcon Speciality Chemicals,2022-05-26,6,Annually
2008,Chemcon Speciality Chemicals,2021-05-31,6,Annually
2009,Chemcon Speciality Chemicals,2024-05-18,5,Quarterly-03
2010,Chemcon Speciality Chemicals,2023-11-08,5,Quarterly-9
2011,Chemcon Speciality Chemicals,2023-05-26,6,Quarterly-03
2012,Ujaas Energy,2023-05-30,5,Annually
2013,Ujaas Energy,2022-05-30,6,Annually
2014,Ujaas Energy,2021-06-30,3,Annually
2015,Ujaas Energy,2023-10-24,3,Quarterly-9
2016,Ujaas Energy,2023-05-30,5,Quarterly-03
2017,Chalet Hotels,2024-05-13,7,Annually
2018,Chalet Hotels,2023-07-03,6,Annually
2019,Chalet Hotels,2023-05-09,6,Annually
2020,Chalet Hotels,2022-05-10,6,Annually
2021,Chalet Hotels,2021-05-18,4,Annually
2022,Chalet Hotels,2024-05-13,7,Quarterly-03
2023,Chalet Hotels,2023-10-25,6,Quarterly-9
2024,Chalet Hotels,2023-07-03,7,Quarterly-03
2025,Chalet Hotels,2023-05-09,7,Quarterly-03
2026,Thirumalai Chemicals,2024-05-15,3,Annually
2027,Thirumalai Chemicals,2023-05-17,3,Annually
2028,Thirumalai Chemicals,2022-05-26,7,Annually
2029,Thirumalai Chemicals,2021-05-26,8,Annually
2030,Thirumalai Chemicals,2024-05-15,3,Quarterly-03
2031,Thirumalai Chemicals,2023-11-03,6,Quarterly-9
2032,Thirumalai Chemicals,2023-05-17,5,Quarterly-03
2033,India Cements,2024-05-20,4,Annually
2034,India Cements,2023-05-24,5,Annually
2035,India Cements,2022-05-27,6,Annually
2036,India Cements,2021-05-24,6,Annually
2037,India Cements,2024-05-20,5,Quarterly-03
2038,India Cements,2023-11-01,6,Quarterly-9
2039,India Cements,2023-05-24,4,Quarterly-03
2040,BF Utilities,2023-06-21,7,Annually
2041,BF Utilities,2023-05-30,7,Annually
2042,BF Utilities,2022-06-28,8,Annually
2043,BF Utilities,2022-05-30,8,Annually
2044,BF Utilities,2021-06-30,6,Annually
2045,BF Utilities,2021-06-14,6,Annually
2046,BF Utilities,2023-11-10,7,Quarterly-9
2047,BF Utilities,2023-06-21,6,Quarterly-03
2048,BF Utilities,2023-05-30,6,Quarterly-03
2049,Spencer'S Retail,2024-05-10,4,Annually
2050,Spencer'S Retail,2023-05-22,4,Annually
2051,Spencer'S Retail,2022-05-12,5,Annually
2052,Spencer'S Retail,2021-06-15,1,Annually
2053,Spencer'S Retail,2024-05-10,3,Quarterly-03
2054,Spencer'S Retail,2023-11-08,5,Quarterly-9
2055,Spencer'S Retail,2023-05-22,4,Quarterly-03
2056,Embassy Office Parks REIT,2023-04-27,6,Annually
2057,Embassy Office Parks REIT,2022-04-28,6,Annually
2058,Embassy Office Parks REIT,2021-04-29,3,Annually
2059,Embassy Office Parks REIT,2023-01-25,7,Quarterly-12
2060,Embassy Office Parks REIT,2023-07-26,8,Quarterly-6
2061,Embassy Office Parks REIT,2023-04-27,7,Quarterly-03
2062,Goodyear India,2024-05-27,6,Annually
2063,Goodyear India,2023-05-29,6,Annually
2064,Goodyear India,2022-05-26,5,Annually
2065,Goodyear India,2021-05-27,6,Annually
2066,Goodyear India,2024-05-27,2,Quarterly-03
2067,Goodyear India,2023-10-27,9,Quarterly-9
2068,Goodyear India,2023-05-29,7,Quarterly-03
2069,Kajaria Ceramics,2024-05-07,6,Annually
2070,Kajaria Ceramics,2023-05-16,4,Annually
2071,Kajaria Ceramics,2022-05-17,6,Annually
2072,Kajaria Ceramics,2021-06-14,6,Annually
2073,Kajaria Ceramics,2024-05-07,6,Quarterly-03
2074,Kajaria Ceramics,2023-10-20,5,Quarterly-9
2075,Kajaria Ceramics,2023-05-16,7,Quarterly-03
2076,Emami,2024-05-29,7,Annually
2077,Emami,2023-05-25,7,Annually
2078,Emami,2022-05-13,4,Annually
2079,Emami,2021-05-25,9,Annually
2080,Emami,2024-05-29,5,Quarterly-03
2081,Emami,2023-11-06,7,Quarterly-9
2082,Emami,2023-05-25,6,Quarterly-03
2083,The Ramco Cements,2024-05-22,8,Annually
2084,The Ramco Cements,2022-05-27,4,Annually
2085,The Ramco Cements,2022-05-23,4,Annually
2086,The Ramco Cements,2021-05-24,5,Annually
2087,The Ramco Cements,2024-05-22,8,Quarterly-03
2088,The Ramco Cements,2023-11-09,5,Quarterly-9
2089,Thyrocare Technologies,2024-05-14,7,Annually
2090,Thyrocare Technologies,2023-05-23,4,Annually
2091,Thyrocare Technologies,2022-04-29,6,Annually
2092,Thyrocare Technologies,2021-05-08,6,Annually
2093,Thyrocare Technologies,2024-05-14,6,Quarterly-03
2094,Thyrocare Technologies,2023-10-31,6,Quarterly-9
2095,Thyrocare Technologies,2023-05-23,7,Quarterly-03
2096,Natco Pharma,2024-05-27,6,Annually
2097,Natco Pharma,2023-05-29,9,Annually
2098,Natco Pharma,2022-05-30,2,Annually
2099,Natco Pharma,2021-06-17,5,Annually
2100,Natco Pharma,2024-05-27,7,Quarterly-03
2101,Natco Pharma,2023-11-14,6,Quarterly-9
2102,Natco Pharma,2023-05-29,6,Quarterly-03
2103,Dr. Lal Pathlabs,2024-05-10,8,Annually
2104,Dr. Lal Pathlabs,2023-05-11,6,Annually
2105,Dr. Lal Pathlabs,2022-05-17,4,Annually
2106,Dr. Lal Pathlabs,2021-05-21,6,Annually
2107,Dr. Lal Pathlabs,2024-05-10,5,Quarterly-03
2108,Dr. Lal Pathlabs,2023-11-02,8,Quarterly-9
2109,Dr. Lal Pathlabs,2023-05-11,7,Quarterly-03
2110,Chennai Petroleum Corporation,2024-04-24,5,Annually
2111,Chennai Petroleum Corporation,2023-04-27,9,Annually
2112,Chennai Petroleum Corporation,2022-04-27,7,Annually
2113,Chennai Petroleum Corporation,2021-04-28,8,Annually
2114,Chennai Petroleum Corporation,2024-04-24,8,Quarterly-03
2115,Chennai Petroleum Corporation,2023-10-25,8,Quarterly-9
2116,Chennai Petroleum Corporation,2023-04-27,7,Quarterly-03
2117,Aarti Surfactants,2024-04-22,8,Annually
2118,Aarti Surfactants,2023-04-27,8,Annually
2119,Aarti Surfactants,2022-05-26,6,Annually
2120,Aarti Surfactants,2022-05-21,6,Annually
2121,Aarti Surfactants,2021-10-29,7,Annually
2122,Aarti Surfactants,2021-08-10,7,Annually
2123,Aarti Surfactants,2021-05-21,7,Annually
2124,Aarti Surfactants,2024-04-22,7,Quarterly-03
2125,Aarti Surfactants,2023-10-31,7,Quarterly-9
2126,Aarti Surfactants,2023-04-27,6,Quarterly-03
2127,Equitas Small Finance Bank,2024-04-24,6,Annually
2128,Equitas Small Finance Bank,2023-05-05,5,Annually
2129,Equitas Small Finance Bank,2022-05-04,6,Annually
2130,Equitas Small Finance Bank,2021-04-29,5,Annually
2131,Equitas Small Finance Bank,2024-04-24,4,Quarterly-03
2132,Equitas Small Finance Bank,2023-10-19,4,Quarterly-9
2133,Equitas Small Finance Bank,2023-05-05,6,Quarterly-03
2134,Equitas Small Finance Bank,2022-01-28,5,Quarterly-12
2135,Hindustan Zinc,2024-04-19,6,Annually
2136,Hindustan Zinc,2023-04-21,7,Annually
2137,Hindustan Zinc,2022-04-22,9,Annually
2138,Hindustan Zinc,2021-04-27,7,Annually
2139,Hindustan Zinc,2024-04-19,8,Quarterly-03
2140,Hindustan Zinc,2023-10-20,6,Quarterly-9
2141,Hindustan Zinc,2023-04-21,7,Quarterly-03
2142,IIFL Finance,2023-04-26,6,Annually
2143,IIFL Finance,2022-04-28,6,Annually
2144,IIFL Finance,2021-05-06,4,Annually
2145,IIFL Finance,2023-10-18,6,Quarterly-9
2146,IIFL Finance,2023-04-26,4,Quarterly-03
2147,Vikas Lifecare,2024-05-29,4,Annually
2148,Vikas Lifecare,2023-05-23,3,Annually
2149,Vikas Lifecare,2023-05-19,3,Annually
2150,Vikas Lifecare,2022-05-28,4,Annually
2151,Vikas Lifecare,2021-06-25,3,Annually
2152,Vikas Lifecare,2024-05-29,3,Quarterly-03
2153,Vikas Lifecare,2023-10-17,7,Quarterly-9
2154,Vikas Lifecare,2023-05-23,2,Quarterly-03
2155,Vikas Lifecare,2023-05-19,2,Quarterly-03
2156,NRB Bearings,2024-05-27,8,Annually
2157,NRB Bearings,2023-05-30,6,Annually
2158,NRB Bearings,2022-05-30,7,Annually
2159,NRB Bearings,2021-06-02,8,Annually
2160,NRB Bearings,2024-05-27,8,Quarterly-03
2161,NRB Bearings,2023-11-13,6,Quarterly-9
2162,NRB Bearings,2023-05-30,6,Quarterly-03
2163,Bajaj Hindusthan Sugar,2024-05-10,7,Annually
2164,Bajaj Hindusthan Sugar,2023-05-29,5,Annually
2165,Bajaj Hindusthan Sugar,2022-05-20,5,Annually
2166,Bajaj Hindusthan Sugar,2022-02-11,5,Annually
2167,Bajaj Hindusthan Sugar,2021-06-08,5,Annually
2168,Bajaj Hindusthan Sugar,2024-05-10,9,Quarterly-03
2169,Bajaj Hindusthan Sugar,2023-11-09,3,Quarterly-9
2170,Bajaj Hindusthan Sugar,2023-05-29,7,Quarterly-03
2171,Honeywell Automation India,2024-05-15,6,Annually
2172,Honeywell Automation India,2023-05-17,7,Annually
2173,Honeywell Automation India,2022-05-12,5,Annually
2174,Honeywell Automation India,2021-05-31,5,Annually
2175,Honeywell Automation India,2024-05-15,7,Quarterly-03
2176,Honeywell Automation India,2023-11-06,7,Quarterly-9
2177,Honeywell Automation India,2023-05-17,7,Quarterly-03
2178,Himatsingka Seide,2024-05-23,8,Annually
2179,Himatsingka Seide,2023-05-30,4,Annually
2180,Himatsingka Seide,2022-05-30,7,Annually
2181,Himatsingka Seide,2021-05-29,4,Annually
2182,Himatsingka Seide,2024-05-23,7,Quarterly-03
2183,Himatsingka Seide,2023-11-07,6,Quarterly-9
2184,Himatsingka Seide,2023-05-30,7,Quarterly-03
2185,TCNS Clothing Company,2024-05-16,2,Annually
2186,TCNS Clothing Company,2023-05-29,3,Annually
2187,TCNS Clothing Company,2022-05-27,5,Annually
2188,TCNS Clothing Company,2021-06-21,4,Annually
2189,TCNS Clothing Company,2024-05-16,4,Quarterly-03
2190,TCNS Clothing Company,2023-10-28,2,Quarterly-9
2191,TCNS Clothing Company,2023-05-29,3,Quarterly-03
2192,Future Consumer,2024-05-23,5,Annually
2193,Future Consumer,2023-05-30,3,Annually
2194,Future Consumer,2022-05-27,4,Annually
2195,Future Consumer,2021-06-26,3,Annually
2196,Future Consumer,2024-05-23,5,Quarterly-03
2197,Future Consumer,2023-11-09,5,Quarterly-9
2198,Future Consumer,2023-05-30,5,Quarterly-03
2199,Oberoi Realty,2024-05-14,8,Annually
2200,Oberoi Realty,2023-05-16,6,Annually
2201,Oberoi Realty,2022-05-26,6,Annually
2202,Oberoi Realty,2021-05-14,5,Annually
2203,Oberoi Realty,2024-05-14,8,Quarterly-03
2204,Oberoi Realty,2023-10-27,8,Quarterly-9
2205,Oberoi Realty,2023-05-16,4,Quarterly-03
2206,Advanced Enzyme Technologies,2024-05-11,8,Annually
2207,Advanced Enzyme Technologies,2023-05-13,4,Annually
2208,Advanced Enzyme Technologies,2022-05-20,4,Annually
2209,Advanced Enzyme Technologies,2021-05-29,4,Annually
2210,Advanced Enzyme Technologies,2024-05-11,5,Quarterly-03
2211,Advanced Enzyme Technologies,2023-11-07,8,Quarterly-9
2212,Advanced Enzyme Technologies,2023-05-13,7,Quarterly-03
2213,Jamna Auto Industries,2024-05-24,4,Annually
2214,Jamna Auto Industries,2023-05-29,7,Annually
2215,Jamna Auto Industries,2022-05-21,6,Annually
2216,Jamna Auto Industries,2021-05-31,7,Annually
2217,Jamna Auto Industries,2024-05-24,4,Quarterly-03
2218,Jamna Auto Industries,2023-11-06,6,Quarterly-9
2219,Jamna Auto Industries,2023-05-29,6,Quarterly-03
2220,PCBL,2024-05-23,5,Annually
2221,PCBL,2023-05-15,5,Annually
2222,PCBL,2022-04-19,6,Annually
2223,PCBL,2021-04-21,6,Annually
2224,PCBL,2024-05-23,5,Quarterly-03
2225,PCBL,2023-10-17,6,Quarterly-9
2226,PCBL,2023-05-15,7,Quarterly-03
2227,Kellton Tech Solutions,2024-05-30,6,Annually
2228,Kellton Tech Solutions,2023-05-30,6,Annually
2229,Kellton Tech Solutions,2022-05-30,6,Annually
2230,Kellton Tech Solutions,2021-06-14,9,Annually
2231,Kellton Tech Solutions,2024-05-30,6,Quarterly-03
2232,Kellton Tech Solutions,2023-11-10,5,Quarterly-9
2233,Kellton Tech Solutions,2023-05-30,4,Quarterly-03
2234,Nava,2024-05-17,8,Annually
2235,Nava,2023-05-24,8,Annually
2236,Nava,2022-05-16,7,Annually
2237,Nava,2021-06-17,7,Annually
2238,Nava,2024-05-17,7,Quarterly-03
2239,Nava,2023-11-09,7,Quarterly-9
2240,Nava,2023-05-24,6,Quarterly-03
2241,Onward Technologies,2023-05-12,4,Annually
2242,Onward Technologies,2022-05-13,4,Annually
2243,Onward Technologies,2021-05-14,6,Annually
2244,Onward Technologies,2023-05-12,5,Quarterly-03
2245,Birla Tyres,2023-05-30,6,Annually
2246,Birla Tyres,2022-04-11,3,Annually
2247,Birla Tyres,2021-07-30,3,Annually
2248,Birla Tyres,2021-06-29,3,Annually
2249,Birla Tyres,2022-04-11,4,Quarterly-03
2250,Cochin Shipyard,2024-05-24,6,Annually
2251,Cochin Shipyard,2023-05-19,5,Annually
2252,Cochin Shipyard,2022-05-20,6,Annually
2253,Cochin Shipyard,2021-06-11,6,Annually
2254,Cochin Shipyard,2024-05-24,5,Quarterly-03
2255,Cochin Shipyard,2023-05-19,6,Quarterly-03
2256,ITD Cementation India,2024-05-28,9,Annually
2257,ITD Cementation India,2023-05-25,5,Annually
2258,ITD Cementation India,2022-05-26,8,Annually
2259,ITD Cementation India,2021-05-28,6,Annually
2260,ITD Cementation India,2024-05-28,8,Quarterly-03
2261,ITD Cementation India,2023-11-08,7,Quarterly-9
2262,ITD Cementation India,2023-05-25,6,Quarterly-03
2263,Sanghi Industries,2024-04-27,3,Annually
2264,Sanghi Industries,2023-05-17,2,Annually
2265,Sanghi Industries,2022-05-24,6,Annually
2266,Sanghi Industries,2021-06-10,6,Annually
2267,Sanghi Industries,2024-04-27,4,Quarterly-03
2268,Sanghi Industries,2023-10-21,4,Quarterly-9
2269,Sanghi Industries,2023-05-17,3,Quarterly-03
2270,Astrazeneca Pharma India,2024-05-27,7,Annually
2271,Astrazeneca Pharma India,2023-05-30,8,Annually
2272,Astrazeneca Pharma India,2022-05-26,6,Annually
2273,Astrazeneca Pharma India,2021-05-25,7,Annually
2274,Astrazeneca Pharma India,2024-05-27,5,Quarterly-03
2275,Astrazeneca Pharma India,2023-11-09,6,Quarterly-9
2276,Astrazeneca Pharma India,2023-05-30,7,Quarterly-03
2277,V-Guard Industries,2024-05-16,7,Annually
2278,V-Guard Industries,2023-05-30,3,Annually
2279,V-Guard Industries,2022-05-19,5,Annually
2280,V-Guard Industries,2021-05-26,3,Annually
2281,V-Guard Industries,2024-05-16,7,Quarterly-03
2282,V-Guard Industries,2023-10-31,6,Quarterly-9
2283,V-Guard Industries,2023-05-30,7,Quarterly-03
2284,Galaxy Surfactants,2024-05-21,7,Annually
2285,Galaxy Surfactants,2023-05-23,8,Annually
2286,Galaxy Surfactants,2022-05-17,4,Annually
2287,Galaxy Surfactants,2021-06-08,8,Annually
2288,Galaxy Surfactants,2024-05-21,7,Quarterly-03
2289,Galaxy Surfactants,2023-11-10,6,Quarterly-9
2290,Galaxy Surfactants,2023-05-23,7,Quarterly-03
2291,Indiamart Intermesh,2024-04-30,8,Annually
2292,Indiamart Intermesh,2023-07-20,5,Annually
2293,Indiamart Intermesh,2023-04-28,5,Annually
2294,Indiamart Intermesh,2022-10-20,4,Annually
2295,Indiamart Intermesh,2022-04-28,4,Annually
2296,Indiamart Intermesh,2021-04-29,6,Annually
2297,Indiamart Intermesh,2024-04-30,7,Quarterly-03
2298,Indiamart Intermesh,2023-01-19,6,Quarterly-12
2299,Indiamart Intermesh,2023-10-27,6,Quarterly-9
2300,Indiamart Intermesh,2023-07-20,5,Quarterly-03
2301,Indiamart Intermesh,2023-04-28,5,Quarterly-03
2302,Indiamart Intermesh,2022-01-24,7,Quarterly-12
2303,Force Motors,2024-04-26,9,Annually
2304,Force Motors,2023-05-29,9,Annually
2305,Force Motors,2022-05-27,5,Annually
2306,Force Motors,2021-05-28,3,Annually
2307,Force Motors,2024-04-26,8,Quarterly-03
2308,Force Motors,2023-11-09,5,Quarterly-9
2309,Force Motors,2023-05-29,7,Quarterly-03
2310,JK Lakshmi Cement,2024-05-23,7,Annually
2311,JK Lakshmi Cement,2023-05-19,6,Annually
2312,JK Lakshmi Cement,2022-05-18,8,Annually
2313,JK Lakshmi Cement,2021-05-20,8,Annually
2314,JK Lakshmi Cement,2024-05-23,8,Quarterly-03
2315,JK Lakshmi Cement,2023-11-02,6,Quarterly-9
2316,JK Lakshmi Cement,2023-05-19,6,Quarterly-03
2317,Dhampur Sugar Mills,2024-05-01,4,Annually
2318,Dhampur Sugar Mills,2023-05-07,8,Annually
2319,Dhampur Sugar Mills,2022-05-29,4,Annually
2320,Dhampur Sugar Mills,2021-04-24,9,Annually
2321,Dhampur Sugar Mills,2024-05-01,4,Quarterly-03
2322,Dhampur Sugar Mills,2023-10-31,5,Quarterly-9
2323,Dhampur Sugar Mills,2023-10-30,5,Quarterly-9
2324,Dhampur Sugar Mills,2023-05-07,7,Quarterly-03
2325,SJVN,2024-05-29,4,Annually
2326,SJVN,2023-05-22,5,Annually
2327,SJVN,2022-05-25,5,Annually
2328,SJVN,2021-06-26,6,Annually
