,stockLink,stockName,stockSymbol
496,https://www.livemint.com/market/market-stats/stocks-orient-cement-share-price-nse-bse-s0003517,Orient Cement,ORIENTCEM
497,https://www.livemint.com/market/market-stats/stocks-ballarpur-industries-share-price-nse-bse-s0003518,Ballarpur Industries,BALLARPUR
498,https://www.livemint.com/market/market-stats/stocks-gokaldas-exports-share-price-nse-bse-s0003519,Gokaldas Exports,GOKEX
499,https://www.livemint.com/market/market-stats/stocks-gujarat-state-fertilizers-chemicals-share-price-nse-bse-s0003520,Gujarat State Fertilizers &amp; Chemicals,GSFC
500,https://www.livemint.com/market/market-stats/stocks-mahanagar-telephone-nigam-share-price-nse-bse-s0003521,Mahanagar Telephone Nigam,MTNL
501,https://www.livemint.com/market/market-stats/stocks-poonawalla-fincorp-share-price-nse-bse-s0003522,Poonawalla Fincorp,POONAWALLA
502,https://www.livemint.com/market/market-stats/stocks-sadbhav-engineering-share-price-nse-bse-s0003523,Sadbhav Engineering,SADBHAV
503,https://www.livemint.com/market/market-stats/stocks-sintex-plastics-technology-share-price-nse-bse-s0003524,Sintex Plastics Technology,SPTL
504,https://www.livemint.com/market/market-stats/stocks-brightcom-group-share-price-nse-bse-s0003525,Brightcom Group,BCG
505,https://www.livemint.com/market/market-stats/stocks-adf-foods-share-price-nse-bse-s0003526,ADF Foods,ADFFOODS
506,https://www.livemint.com/market/market-stats/stocks-dolat-algotech-share-price-nse-bse-s0003527,Dolat Algotech,DOLATALGO
507,https://www.livemint.com/market/market-stats/stocks-bhageria-industries-share-price-nse-bse-s0003528,Bhageria Industries,BHAGERIA
508,https://www.livemint.com/market/market-stats/stocks-the-anup-engineering-share-price-nse-bse-s0003529,The Anup Engineering,ANUP
509,https://www.livemint.com/market/market-stats/stocks-krbl-share-price-nse-bse-s0003530,KRBL,KRBL
510,https://www.livemint.com/market/market-stats/stocks-sun-pharma-advanced-research-com-share-price-nse-bse-s0003531,Sun Pharma Advanced Research Com,SPARC
511,https://www.livemint.com/market/market-stats/stocks-astral-share-price-nse-bse-s0003532,Astral,ASTRAL
512,https://www.livemint.com/market/market-stats/stocks-max-healthcare-institute-share-price-nse-bse-s0003533,Max Healthcare Institute,MAXHEALTH
513,https://www.livemint.com/market/market-stats/stocks-dynacons-systems-solutions-share-price-nse-bse-s0003534,Dynacons Systems &amp; Solutions,DSSL
514,https://www.livemint.com/market/market-stats/stocks-vip-industries-share-price-nse-bse-s0003535,VIP Industries,VIPIND
515,https://www.livemint.com/market/market-stats/stocks-venky's-india-share-price-nse-bse-s0003536,Venky'S India,VENKEYS
516,https://www.livemint.com/market/market-stats/stocks-bank-of-maharashtra-share-price-nse-bse-s0003537,Bank Of Maharashtra,MAHABANK
517,https://www.livemint.com/market/market-stats/stocks-confidence-petroleum-india-share-price-nse-bse-s0003538,Confidence Petroleum India,CONFIPET
518,https://www.livemint.com/market/market-stats/stocks-gujarat-alkalies-chemicals-share-price-nse-bse-s0003539,Gujarat Alkalies &amp; Chemicals,GUJALKALI
519,https://www.livemint.com/market/market-stats/stocks-tata-teleservices-maharashtra-share-price-nse-bse-s0003540,Tata Teleservices Maharashtra,TTML
520,https://www.livemint.com/market/market-stats/stocks-rattanindia-enterprises-share-price-nse-bse-s0003541,Rattanindia Enterprises,RTNINDIA
521,https://www.livemint.com/market/market-stats/stocks-gayatri-projects-share-price-nse-bse-s0003542,Gayatri Projects,GAYAPROJ
522,https://www.livemint.com/market/market-stats/stocks-rane-holdings-share-price-nse-bse-s0003543,Rane Holdings,RANEHOLDIN
523,https://www.livemint.com/market/market-stats/stocks-apex-frozen-foods-share-price-nse-bse-s0003544,Apex Frozen Foods,APEX
524,https://www.livemint.com/market/market-stats/stocks-healthcare-global-enterprises-share-price-nse-bse-s0003545,Healthcare Global Enterprises,HCG
525,https://www.livemint.com/market/market-stats/stocks-radico-khaitan-share-price-nse-bse-s0003547,Radico Khaitan,RADICO
526,https://www.livemint.com/market/market-stats/stocks-symphony-share-price-nse-bse-s0003548,Symphony,SYMPHONY
527,https://www.livemint.com/market/market-stats/stocks-likhitha-infrastructure-share-price-nse-bse-s0003549,Likhitha Infrastructure,LIKHITHA
528,https://www.livemint.com/market/market-stats/stocks-lakshmi-machine-works-share-price-nse-bse-s0003550,Lakshmi Machine Works,LAXMIMACH
529,https://www.livemint.com/market/market-stats/stocks-moil-share-price-nse-bse-s0003551,MOIL,MOIL
530,https://www.livemint.com/market/market-stats/stocks-general-insurance-corporation-of-india-share-price-nse-bse-s0003552,General Insurance Corporation Of India,GICRE
531,https://www.livemint.com/market/market-stats/stocks-mstc-share-price-nse-bse-s0003553,MSTC,MSTCLTD
532,https://www.livemint.com/market/market-stats/stocks-triveni-engineering-indus-share-price-nse-bse-s0003554,Triveni Engineering &amp; Indus,TRIVENI
533,https://www.livemint.com/market/market-stats/stocks-goldiam-international-share-price-nse-bse-s0003555,Goldiam International,GOLDIAM
534,https://www.livemint.com/market/market-stats/stocks-angel-broking-share-price-nse-bse-s0003556,Angel Broking,ANGELONE
535,https://www.livemint.com/market/market-stats/stocks-century-plyboards-i-share-price-nse-bse-s0003557,Century Plyboards (I),CENTURYPLY
536,https://www.livemint.com/market/market-stats/stocks-supreme-industries-share-price-nse-bse-s0003558,Supreme Industries,SUPREMEIND
537,https://www.livemint.com/market/market-stats/stocks-responsive-industries-share-price-nse-bse-s0003559,Responsive Industries,RESPONIND
538,https://www.livemint.com/market/market-stats/stocks-bodal-chemicals-share-price-nse-bse-s0003560,Bodal Chemicals,BODALCHEM
539,https://www.livemint.com/market/market-stats/stocks-sree-leathers-share-price-nse-bse-s0003561,Sree Leathers,SREEL
540,https://www.livemint.com/market/market-stats/stocks-sical-logistics-share-price-nse-bse-s0003562,Sical Logistics,SICALLOG
541,https://www.livemint.com/market/market-stats/stocks-sudarshan-chemicals-industries-share-price-nse-bse-s0003563,Sudarshan Chemicals Industries,SUDARSCHEM
542,https://www.livemint.com/market/market-stats/stocks-india-glycols-share-price-nse-bse-s0003564,India Glycols,INDIAGLYCO
543,https://www.livemint.com/market/market-stats/stocks-sterling-wilson-renewable-energy-share-price-nse-bse-s0003565,Sterling &amp; Wilson Renewable Energy,SWSOLAR
544,https://www.livemint.com/market/market-stats/stocks-federal-mogul-goetze-india-share-price-nse-bse-s0003566,Federal Mogul Goetze India,FMGOETZE
545,https://www.livemint.com/market/market-stats/stocks-creditaccess-grameen-share-price-nse-bse-s0003567,Creditaccess Grameen,CREDITACC
546,https://www.livemint.com/market/market-stats/stocks-pnb-housing-finance-share-price-nse-bse-s0003568,PNB Housing Finance,PNBHOUSING
547,https://www.livemint.com/market/market-stats/stocks-sutlej-textiles-industries-share-price-nse-bse-s0003569,Sutlej Textiles &amp; Industries,SUTLEJTEX
548,https://www.livemint.com/market/market-stats/stocks-jtekt-india-share-price-nse-bse-s0003570,Jtekt India,JTEKTINDIA
549,https://www.livemint.com/market/market-stats/stocks-kamdhenu-share-price-nse-bse-s0003571,Kamdhenu,KAMDHENU
550,https://www.livemint.com/market/market-stats/stocks-kitex-garments-share-price-nse-bse-s0003572,Kitex Garments,KITEX
551,https://www.livemint.com/market/market-stats/stocks-nesco-share-price-nse-bse-s0003573,NESCO,NESCO
552,https://www.livemint.com/market/market-stats/stocks-kopran-share-price-nse-bse-s0003574,Kopran,KOPRAN
553,https://www.livemint.com/market/market-stats/stocks-hbl-power-systems-share-price-nse-bse-s0003575,HBL Power Systems,HBLPOWER
554,https://www.livemint.com/market/market-stats/stocks-national-fertilizers-share-price-nse-bse-s0003576,National Fertilizers,NFL
555,https://www.livemint.com/market/market-stats/stocks-hatsun-agro-product-share-price-nse-bse-s0003577,Hatsun Agro Product,HATSUN
556,https://www.livemint.com/market/market-stats/stocks-procter-gamble-health-share-price-nse-bse-s0003578,Procter &amp; Gamble Health,PGHL
557,https://www.livemint.com/market/market-stats/stocks-ester-industries-share-price-nse-bse-s0003579,Ester Industries,ESTER
558,https://www.livemint.com/market/market-stats/stocks-n-c-l-industries-share-price-nse-bse-s0003580,N C L Industries,NCLIND
559,https://www.livemint.com/market/market-stats/stocks-jaypee-infratech-share-price-nse-bse-s0003581,Jaypee Infratech,JPINFRATEC
560,https://www.livemint.com/market/market-stats/stocks-basf-india-share-price-nse-bse-s0003582,BASF India,BASF
561,https://www.livemint.com/market/market-stats/stocks-finolex-cables-share-price-nse-bse-s0003583,Finolex Cables,FINCABLES
562,https://www.livemint.com/market/market-stats/stocks-gic-housing-finance-share-price-nse-bse-s0003584,GIC Housing Finance,GICHSGFIN
563,https://www.livemint.com/market/market-stats/stocks-monte-carlo-fashions-share-price-nse-bse-s0003585,Monte Carlo Fashions,MONTECARLO
564,https://www.livemint.com/market/market-stats/stocks-patanjali-foods-share-price-nse-bse-s0003586,Patanjali Foods,PATANJALI
565,https://www.livemint.com/market/market-stats/stocks-kpit-technologies-share-price-nse-bse-s0003587,KPIT Technologies,KPITTECH
566,https://www.livemint.com/market/market-stats/stocks-blue-dart-express-share-price-nse-bse-s0003588,Blue Dart Express,BLUEDART
567,https://www.livemint.com/market/market-stats/stocks-balmer-lawrie-company-share-price-nse-bse-s0003589,Balmer Lawrie &amp; Company,BALMLAWRIE
568,https://www.livemint.com/market/market-stats/stocks-allcargo-gati-share-price-nse-bse-s0003590,Allcargo Gati,ACLGATI
569,https://www.livemint.com/market/market-stats/stocks-irb-infrastructure-developers-share-price-nse-bse-s0003591,IRB Infrastructure Developers,IRB
570,https://www.livemint.com/market/market-stats/stocks-great-eastern-shipping-company-share-price-nse-bse-s0003592,Great Eastern Shipping Company,GESHIP
571,https://www.livemint.com/market/market-stats/stocks-maharashtra-scooters-share-price-nse-bse-s0003593,Maharashtra Scooters,MAHSCOOTER
572,https://www.livemint.com/market/market-stats/stocks-gujarat-state-petronet-share-price-nse-bse-s0003594,Gujarat State Petronet,GSPL
573,https://www.livemint.com/market/market-stats/stocks-gravita-india-share-price-nse-bse-s0003595,Gravita India,GRAVITA
574,https://www.livemint.com/market/market-stats/stocks-khadim-india-share-price-nse-bse-s0003596,Khadim India,KHADIM
575,https://www.livemint.com/market/market-stats/stocks-mahindra-logistics-share-price-nse-bse-s0003597,Mahindra Logistics,MAHLOG
576,https://www.livemint.com/market/market-stats/stocks-tata-communications-share-price-nse-bse-s0003598,Tata Communications,TATACOMM
577,https://www.livemint.com/market/market-stats/stocks-repco-home-finance-share-price-nse-bse-s0003599,Repco Home Finance,REPCOHOME
578,https://www.livemint.com/market/market-stats/stocks-hathway-cable-datacom-share-price-nse-bse-s0003600,Hathway Cable &amp; Datacom,HATHWAY
579,https://www.livemint.com/market/market-stats/stocks-bombay-burmah-trading-corporation-share-price-nse-bse-s0003601,Bombay Burmah Trading Corporation,BBTC
580,https://www.livemint.com/market/market-stats/stocks-transformers-rectifiers-india-share-price-nse-bse-s0003602,Transformers &amp; Rectifiers India,TRIL
581,https://www.livemint.com/market/market-stats/stocks-ghcl-share-price-nse-bse-s0003603,GHCL,GHCL
582,https://www.livemint.com/market/market-stats/stocks-panama-petrochem-share-price-nse-bse-s0003604,Panama Petrochem,PANAMAPET
583,https://www.livemint.com/market/market-stats/stocks-fineotex-chemical-share-price-nse-bse-s0003605,Fineotex Chemical,FCL
584,https://www.livemint.com/market/market-stats/stocks-pitti-engineering-share-price-nse-bse-s0003606,Pitti Engineering,PITTIENG
585,https://www.livemint.com/market/market-stats/stocks-zensar-technologies-share-price-nse-bse-s0003607,Zensar Technologies,ZENSARTECH
586,https://www.livemint.com/market/market-stats/stocks-uflex-share-price-nse-bse-s0003608,Uflex,UFLEX
587,https://www.livemint.com/market/market-stats/stocks-gujarat-pipavav-port-share-price-nse-bse-s0003609,Gujarat Pipavav Port,GPPL
588,https://www.livemint.com/market/market-stats/stocks-surya-roshni-share-price-nse-bse-s0003610,Surya Roshni,SURYAROSNI
589,https://www.livemint.com/market/market-stats/stocks-sundram-fasteners-share-price-nse-bse-s0003611,Sundram Fasteners,SUNDRMFAST
590,https://www.livemint.com/market/market-stats/stocks-zee-learn-share-price-nse-bse-s0003612,Zee Learn,ZEELEARN
591,https://www.livemint.com/market/market-stats/stocks-pricol-share-price-nse-bse-s0003613,Pricol,PRICOLLTD
592,https://www.livemint.com/market/market-stats/stocks-jindal-stainless-share-price-nse-bse-s0003614,Jindal Stainless,JSL
593,https://www.livemint.com/market/market-stats/stocks-religare-enterprises-share-price-nse-bse-s0003615,Religare Enterprises,RELIGARE
594,https://www.livemint.com/market/market-stats/stocks-orissa-minerals-development-share-price-nse-bse-s0003616,Orissa Minerals Development,ORISSAMINE
595,https://www.livemint.com/market/market-stats/stocks-wonderla-holidays-share-price-nse-bse-s0003617,Wonderla Holidays,WONDERLA
596,https://www.livemint.com/market/market-stats/stocks-jagsonpal-pharmaceuticals-share-price-nse-bse-s0003618,Jagsonpal Pharmaceuticals,JAGSNPHARM
597,https://www.livemint.com/market/market-stats/stocks-goodluck-india-share-price-nse-bse-s0003619,Goodluck India,GOODLUCK
598,https://www.livemint.com/market/market-stats/stocks-kolte-patil-developers-share-price-nse-bse-s0003620,Kolte Patil Developers,KOLTEPATIL
599,https://www.livemint.com/market/market-stats/stocks-simplex-infrastructures-share-price-nse-bse-s0003621,Simplex Infrastructures,SIMPLEXINF
600,https://www.livemint.com/market/market-stats/stocks-shree-pushkar-chemical-ferti-share-price-nse-bse-s0003622,Shree Pushkar Chemical &amp; Ferti,SHREEPUSHK
601,https://www.livemint.com/market/market-stats/stocks-manaksia-share-price-nse-bse-s0003623,Manaksia,MANAKSIA
602,https://www.livemint.com/market/market-stats/stocks-zen-technologies-share-price-nse-bse-s0003624,Zen Technologies,ZENTEC
603,https://www.livemint.com/market/market-stats/stocks-subros-share-price-nse-bse-s0003625,Subros,SUBROS
604,https://www.livemint.com/market/market-stats/stocks-man-infraconstruction-share-price-nse-bse-s0003626,Man Infraconstruction,MANINFRA
605,https://www.livemint.com/market/market-stats/stocks-alembic-share-price-nse-bse-s0003627,Alembic,ALEMBICLTD
606,https://www.livemint.com/market/market-stats/stocks-gujarat-sidhee-cement-share-price-nse-bse-s0003628,Gujarat Sidhee Cement,Gujarat Sidhee Cement
607,https://www.livemint.com/market/market-stats/stocks-aegis-logis-share-price-nse-bse-s0003629,Aegis Logis,AEGISLOG
608,https://www.livemint.com/market/market-stats/stocks-rupa-company-share-price-nse-bse-s0003630,Rupa &amp; Company,RUPA
609,https://www.livemint.com/market/market-stats/stocks-gujarat-fluorochemicals-share-price-nse-bse-s0003631,Gujarat Fluorochemicals,FLUOROCHEM
610,https://www.livemint.com/market/market-stats/stocks-endurance-technologies-share-price-nse-bse-s0003632,Endurance Technologies,ENDURANCE
611,https://www.livemint.com/market/market-stats/stocks-eih-share-price-nse-bse-s0003633,EIH,EIHOTEL
612,https://www.livemint.com/market/market-stats/stocks-fine-organic-industries-share-price-nse-bse-s0003634,Fine Organic Industries,FINEORG
613,https://www.livemint.com/market/market-stats/stocks-cesc-share-price-nse-bse-s0003635,CESC,CESC
614,https://www.livemint.com/market/market-stats/stocks-manali-petrochemicals-share-price-nse-bse-s0003636,Manali Petrochemicals,MANALIPETC
615,https://www.livemint.com/market/market-stats/stocks-motilal-oswal-financial-services-share-price-nse-bse-s0003637,Motilal Oswal Financial Services,MOTILALOFS
616,https://www.livemint.com/market/market-stats/stocks-sasken-technologies-share-price-nse-bse-s0003638,Sasken Technologies,SASKEN
617,https://www.livemint.com/market/market-stats/stocks-d-link-india-share-price-nse-bse-s0003639,D Link India,DLINKINDIA
618,https://www.livemint.com/market/market-stats/stocks-jsw-ispat-special-products-share-price-nse-bse-s0003640,JSW Ispat Special Products,JSW Ispat Special Products
619,https://www.livemint.com/market/market-stats/stocks-tata-investment-corporation-share-price-nse-bse-s0003641,Tata Investment Corporation,TATAINVEST
620,https://www.livemint.com/market/market-stats/stocks-gvk-power-infrastructure-share-price-nse-bse-s0003642,GVK Power &amp; Infrastructure,GVKPIL
621,https://www.livemint.com/market/market-stats/stocks-kiocl-share-price-nse-bse-s0003643,KIOCL,KIOCL
622,https://www.livemint.com/market/market-stats/stocks-vardhaman-textiles-share-price-nse-bse-s0003644,Vardhaman Textiles,VTL
623,https://www.livemint.com/market/market-stats/stocks-max-india-share-price-nse-bse-s0003645,Max India,MAXIND
624,https://www.livemint.com/market/market-stats/stocks-v2-retail-share-price-nse-bse-s0003646,V2 Retail,V2RETAIL
625,https://www.livemint.com/market/market-stats/stocks-avt-natural-products-share-price-nse-bse-s0003647,Avt Natural Products,AVTNPL
626,https://www.livemint.com/market/market-stats/stocks-india-grid-trust-unt-share-price-nse-bse-s0003648,India Grid Trust Unt,INDIGRID
627,https://www.livemint.com/market/market-stats/stocks-globus-spirits-share-price-nse-bse-s0003649,Globus Spirits,GLOBUSSPR
628,https://www.livemint.com/market/market-stats/stocks-jagran-prakashan-share-price-nse-bse-s0003650,Jagran Prakashan,JAGRAN
629,https://www.livemint.com/market/market-stats/stocks-kiri-industries-share-price-nse-bse-s0003651,Kiri Industries,KIRIINDUS
630,https://www.livemint.com/market/market-stats/stocks-rajesh-exports-share-price-nse-bse-s0003652,Rajesh Exports,RAJESHEXPO
631,https://www.livemint.com/market/market-stats/stocks-zodiac-clothing-co-share-price-nse-bse-s0003653,Zodiac Clothing Co,ZODIACLOTH
632,https://www.livemint.com/market/market-stats/stocks-geojit-financial-services-share-price-nse-bse-s0003654,Geojit Financial Services,GEOJITFSL
633,https://www.livemint.com/market/market-stats/stocks-ccl-products-india-share-price-nse-bse-s0003655,CCL Products India,CCL
634,https://www.livemint.com/market/market-stats/stocks-jindal-worldwide-share-price-nse-bse-s0003656,Jindal Worldwide,JINDWORLD
635,https://www.livemint.com/market/market-stats/stocks-quick-heal-technologies-share-price-nse-bse-s0003657,Quick Heal Technologies,QUICKHEAL
636,https://www.livemint.com/market/market-stats/stocks-phoenix-mills-share-price-nse-bse-s0003658,Phoenix Mills,PHOENIXLTD
637,https://www.livemint.com/market/market-stats/stocks-centum-electronics-share-price-nse-bse-s0003659,Centum Electronics,CENTUM
638,https://www.livemint.com/market/market-stats/stocks-supreme-petrochemicals-share-price-nse-bse-s0003660,Supreme Petrochemicals,SPLPETRO
639,https://www.livemint.com/market/market-stats/stocks-filetex-india-share-price-nse-bse-s0003661,Filetex India,FILATEX
640,https://www.livemint.com/market/market-stats/stocks-thomas-cook-india-share-price-nse-bse-s0003662,Thomas Cook India,THOMASCOOK
641,https://www.livemint.com/market/market-stats/stocks-narayana-hrudayalaya-share-price-nse-bse-s0003663,Narayana Hrudayalaya,NH
642,https://www.livemint.com/market/market-stats/stocks-dalmia-bharat-sugar-indus-share-price-nse-bse-s0003664,Dalmia Bharat Sugar &amp; Indus,DALMIASUG
643,https://www.livemint.com/market/market-stats/stocks-blue-star-share-price-nse-bse-s0003665,Blue Star,BLUESTARCO
644,https://www.livemint.com/market/market-stats/stocks-lincoln-pharmaceuticals-share-price-nse-bse-s0003666,Lincoln Pharmaceuticals,LINCOLN
645,https://www.livemint.com/market/market-stats/stocks-la-opala-rg-share-price-nse-bse-s0003667,La Opala Rg,LAOPALA
646,https://www.livemint.com/market/market-stats/stocks-avadh-sugar-energy-share-price-nse-bse-s0003668,Avadh Sugar &amp; Energy,AVADHSUGAR
647,https://www.livemint.com/market/market-stats/stocks-p-g-hygiene-health-care-share-price-nse-bse-s0003669,P&amp;G Hygiene &amp; Health Care,PGHH
648,https://www.livemint.com/market/market-stats/stocks-future-lifestyle-fashion-share-price-nse-bse-s0003670,Future Lifestyle Fashion,FLFL
649,https://www.livemint.com/market/market-stats/stocks-carborundum-universal-share-price-nse-bse-s0003671,Carborundum Universal,CARBORUNIV
650,https://www.livemint.com/market/market-stats/stocks-zydus-wellness-share-price-nse-bse-s0003672,Zydus Wellness,ZYDUSWELL
651,https://www.livemint.com/market/market-stats/stocks-gujarat-ambuja-exports-share-price-nse-bse-s0003673,Gujarat Ambuja Exports,GAEL
652,https://www.livemint.com/market/market-stats/stocks-vikas-proppant-granite-share-price-nse-bse-s0003674,Vikas Proppant &amp; Granite,VIKASPROP
653,https://www.livemint.com/market/market-stats/stocks-centrum-capital-share-price-nse-bse-s0003675,Centrum Capital,CENTRUM
654,https://www.livemint.com/market/market-stats/stocks-finolex-industries-share-price-nse-bse-s0003676,Finolex Industries,FINPIPE
655,https://www.livemint.com/market/market-stats/stocks-quess-corp-share-price-nse-bse-s0003677,Quess Corp,QUESS
656,https://www.livemint.com/market/market-stats/stocks-heubach-colorants-india-share-price-nse-bse-s0003678,Heubach Colorants India,HEUBACHIND
657,https://www.livemint.com/market/market-stats/stocks-nath-bio-genes-india-share-price-nse-bse-s0003679,Nath Bio Genes India,NATHBIOGEN
658,https://www.livemint.com/market/market-stats/stocks-titagarh-rail-systems-share-price-nse-bse-s0003680,Titagarh Rail Systems,TITAGARH
659,https://www.livemint.com/market/market-stats/stocks-andh-sugars-share-price-nse-bse-s0003681,Andh Sugars,ANDHRSUGAR
660,https://www.livemint.com/market/market-stats/stocks-onmobile-global-share-price-nse-bse-s0003682,Onmobile Global,ONMOBILE
661,https://www.livemint.com/market/market-stats/stocks-indian-overseas-bank-share-price-nse-bse-s0003683,Indian Overseas Bank,IOB
662,https://www.livemint.com/market/market-stats/stocks-sunflag-iron-steel-coord-share-price-nse-bse-s0003684,Sunflag Iron &amp; Steel Co.Ord,SUNFLAG
663,https://www.livemint.com/market/market-stats/stocks-indraprastha-medical-corp-share-price-nse-bse-s0003685,Indraprastha Medical Corp,INDRAMEDCO
664,https://www.livemint.com/market/market-stats/stocks-poly-medicure-share-price-nse-bse-s0003686,Poly Medicure,POLYMED
665,https://www.livemint.com/market/market-stats/stocks-vikas-ecotech-share-price-nse-bse-s0003687,Vikas Ecotech,VIKASECO
666,https://www.livemint.com/market/market-stats/stocks-websol-energy-system-share-price-nse-bse-s0003688,Websol Energy System,WEBELSOLAR
667,https://www.livemint.com/market/market-stats/stocks-future-enterprises-share-price-nse-bse-s0003689,Future Enterprises,FEL
668,https://www.livemint.com/market/market-stats/stocks-psp-projects-share-price-nse-bse-s0003690,PSP Projects,PSPPROJECT
669,https://www.livemint.com/market/market-stats/stocks-fdc-share-price-nse-bse-s0003691,FDC,FDC
670,https://www.livemint.com/market/market-stats/stocks-varroc-engineering-share-price-nse-bse-s0003692,Varroc Engineering,VARROC
671,https://www.livemint.com/market/market-stats/stocks-deccan-cements-share-price-nse-bse-s0003693,Deccan Cements,DECCANCE
672,https://www.livemint.com/market/market-stats/stocks-thermax-share-price-nse-bse-s0003694,Thermax,THERMAX
673,https://www.livemint.com/market/market-stats/stocks-glaxosmithkline-pharmaceuticals-share-price-nse-bse-s0003695,Glaxosmithkline Pharmaceuticals,GLAXO
674,https://www.livemint.com/market/market-stats/stocks-coffee-day-enterprises-share-price-nse-bse-s0003696,Coffee Day Enterprises,COFFEEDAY
675,https://www.livemint.com/market/market-stats/stocks-igarashi-motors-india-share-price-nse-bse-s0003697,Igarashi Motors India,IGARASHI
676,https://www.livemint.com/market/market-stats/stocks-pnc-infratech-share-price-nse-bse-s0003698,PNC Infratech,PNCINFRA
677,https://www.livemint.com/market/market-stats/stocks-somany-ceramics-share-price-nse-bse-s0003699,Somany Ceramics,SOMANYCERA
678,https://www.livemint.com/market/market-stats/stocks-reliance-home-finance-share-price-nse-bse-s0003700,Reliance Home Finance,RHFL
679,https://www.livemint.com/market/market-stats/stocks-ambika-cotton-mills-share-price-nse-bse-s0003701,Ambika Cotton Mills,AMBIKCO
680,https://www.livemint.com/market/market-stats/stocks-amrutanjan-health-care-share-price-nse-bse-s0003702,Amrutanjan Health Care,AMRUTANJAN
681,https://www.livemint.com/market/market-stats/stocks-kirloskar-ferrous-industries-share-price-nse-bse-s0003703,Kirloskar Ferrous Industries,KIRLFER
682,https://www.livemint.com/market/market-stats/stocks-astra-microwave-products-share-price-nse-bse-s0003704,Astra Microwave Products,ASTRAMICRO
683,https://www.livemint.com/market/market-stats/stocks-bf-investment-share-price-nse-bse-s0003705,BF Investment,BFINVEST
684,https://www.livemint.com/market/market-stats/stocks-everest-industries-share-price-nse-bse-s0003706,Everest Industries,EVERESTIND
685,https://www.livemint.com/market/market-stats/stocks-uco-bank-share-price-nse-bse-s0003707,UCO Bank,UCOBANK
686,https://www.livemint.com/market/market-stats/stocks-indostar-capital-finance-share-price-nse-bse-s0003708,Indostar Capital Finance,INDOSTAR
687,https://www.livemint.com/market/market-stats/stocks-mirza-international-share-price-nse-bse-s0003709,Mirza International,MIRZAINT
688,https://www.livemint.com/market/market-stats/stocks-ge-t-d-india-share-price-nse-bse-s0003710,GE T&amp;D India,GET&D
689,https://www.livemint.com/market/market-stats/stocks-hginfra-engineering-share-price-nse-bse-s0003711,H.G.Infra Engineering,HGINFRA
690,https://www.livemint.com/market/market-stats/stocks-tribhovandas-bhimji-zaveri-share-price-nse-bse-s0003712,Tribhovandas Bhimji Zaveri,TBZ
691,https://www.livemint.com/market/market-stats/stocks-lasa-supergenerics-share-price-nse-bse-s0003713,Lasa Supergenerics,LASA
692,https://www.livemint.com/market/market-stats/stocks-greenply-industries-share-price-nse-bse-s0003714,Greenply Industries,GREENPLY
693,https://www.livemint.com/market/market-stats/stocks-mindspace-business-parks-reit-share-price-nse-bse-s0003715,Mindspace Business Parks REIT,MINDSPACE
694,https://www.livemint.com/market/market-stats/stocks-sundaram-finance-share-price-nse-bse-s0003716,Sundaram Finance,SUNDARMFIN
695,https://www.livemint.com/market/market-stats/stocks-puravankara-share-price-nse-bse-s0003717,Puravankara,PURVA
696,https://www.livemint.com/market/market-stats/stocks-mcleod-russel-india-share-price-nse-bse-s0003718,Mcleod Russel India,MCLEODRUSS
697,https://www.livemint.com/market/market-stats/stocks-solar-industries-india-share-price-nse-bse-s0003719,Solar Industries India,SOLARINDS
698,https://www.livemint.com/market/market-stats/stocks-butterfly-gandhimathi-appliances-share-price-nse-bse-s0003720,Butterfly Gandhimathi Appliances,BUTTERFLY
699,https://www.livemint.com/market/market-stats/stocks-ttk-prestige-share-price-nse-bse-s0003721,TTK Prestige,TTKPRESTIG
700,https://www.livemint.com/market/market-stats/stocks-shakti-pumps-india-share-price-nse-bse-s0003722,Shakti Pumps India,SHAKTIPUMP
701,https://www.livemint.com/market/market-stats/stocks-indian-terrain-fashions-share-price-nse-bse-s0003723,Indian Terrain Fashions,INDTERRAIN
702,https://www.livemint.com/market/market-stats/stocks-prince-pipes-fittings-share-price-nse-bse-s0003724,Prince Pipes &amp; Fittings,PRINCEPIPE
703,https://www.livemint.com/market/market-stats/stocks-schneider-electric-infrastructure-share-price-nse-bse-s0003725,Schneider Electric Infrastructure,SCHNEIDER
704,https://www.livemint.com/market/market-stats/stocks-taj-gvk-hotels-resorts-share-price-nse-bse-s0003726,Taj GVK Hotels &amp; Resorts,TAJGVK
705,https://www.livemint.com/market/market-stats/stocks-asahi-songwon-colors-share-price-nse-bse-s0003727,Asahi Songwon Colors,ASAHISONG
706,https://www.livemint.com/market/market-stats/stocks-west-coast-paper-mills-share-price-nse-bse-s0003728,West Coast Paper Mills,WSTCSTPAPR
707,https://www.livemint.com/market/market-stats/stocks-kansai-nerolac-paints-share-price-nse-bse-s0003729,Kansai Nerolac Paints,KANSAINER
708,https://www.livemint.com/market/market-stats/stocks-tvs-holdings-share-price-nse-bse-s0003730,TVS Holdings,TVSHLTD
709,https://www.livemint.com/market/market-stats/stocks-indian-hume-pipe-company-share-price-nse-bse-s0003731,Indian Hume Pipe Company,INDIANHUME
710,https://www.livemint.com/market/market-stats/stocks-tamilnadu-petroproducts-share-price-nse-bse-s0003732,Tamilnadu Petroproducts,TNPETRO
711,https://www.livemint.com/market/market-stats/stocks-skf-india-share-price-nse-bse-s0003733,SKF India,SKFINDIA
